assetid,assetname,classofasset,schemename,schemecode,sanctiondate,wage,Total Material,semiskilled,skilled,material,contingency,total,mandays
32001899200,IAY Houses,IAY Houses,14 Con of IAY for Nonigopal Chakraborty,3201009008/IF/34040944477,30-06-2015,15660,0,0,0,0,0  ,15660,
32001899203,IAY Houses,IAY Houses,17 Con of IAY for Bishnu Sarkar,3201009008/IF/34040944470,30-06-2015,14790,0,0,0,0,0  ,14790,
32001899180,IAY Houses,IAY Houses,18 Con of IAY for Jashodarani Goswasmi,3201009008/IF/34040944480,30-06-2015,14964,0,0,0,0,0  ,14964,
32001899212,IAY Houses,IAY Houses,10 Con of IAY for Lilu Debnath,3201009008/IF/34040944462,30-06-2015,17748,0,0,0,0,0  ,17748,
32001899231,IAY Houses,IAY Houses,07 Con of IAY for Kanika Sarkar,3201009008/IF/34040944454,30-06-2015,15486,0,0,0,0,0  ,15486,
32001899246,Canal,Renovation,KANAL FROM DIGHI TOWARDS,3201009008/WH/33 (09-10 ,16-02-2010,75610,0,0,0,0,0  ,75610,
32001899219,IAY Houses,IAY Houses,15 Con of IAY for Dhiren Sarkar,3201009008/IF/34040944471,30-06-2015,15486,0,0,0,0,0  ,15486,
32001899261,Pond,Renovation of Fisheries Ponds for Community,Re-Excavation of a pond of Bidhan Biswas at Dignagar Uttar,3201009008/WH/36 (09-10),17-03-2009,171605,45520,0,0,45520,0  ,217125,
32001899251,Pond,Strengthening of Embankment,Re-excavation of a pond of Dinesh Ch.Majumder at Geolgari,3201009008/WH/01(10-11),06-01-2010,81022,0,0,0,0,0  ,81022,
32001899276,Pond,Excavation,ESCAVATION OF A POND OF GOPAL GHOSH AT KEYA ,3201009008/WH/12/08,24-12-2008,15228,0,0,0,0,0  ,15228,
32001899269,Pond,Excavation,Re Excavation of a pond of Bijon Biswas at Dignagar Uttar,3201009008/WH/34 (09-10),01-04-2010,18400,10728,0,0,10728,0  ,29128,
32001899295,Pond,Strengthening of Embankment,EARTH WOARK IN EXCAVATION OF ON TARAK KARMAKAR AT KAYA IN MOLLAR BILL,3201009008/WH/05,09-06-2009,120678,0,0,0,0,0  ,120678,
32001899304,Rural Connectivity,Earthern road,"Goalpara, Earth work in road with pilling from Gupiya Bridge to Bhangapara Kalitala",3201009008/RC/320201060136768,20-08-2013,267859,4757,0,4757,0,0  ,272616,
32001899286,Canal,Strengthening of Embankment,Earth work in re-excavation of a canal from river to Gopia toward the big calvart,3201009008/WH/04/11-B,01-01-2009,201544,0,0,0,0,0  ,201544,
32001899313,Land Improvement,Reclamation of Land,"Hatisala Madhyam, Land Development in the land of indi. beni. (BPL/SC/ST) Phase II",3201009008/LD/321002040572089,17-07-2014,36244,0,0,0,0,0  ,36244,
32001899323,IAY Houses,Belt Vegetation,296 Con of IAY of Pabitra Shil,3201009008/IF/34040804685,20-11-2014,15540,0,0,0,0,0  ,15540,
32001899508,IAY Houses,Nursery Raising,297 Con of IAY of Sadhan Shil,3201009008/IF/34040804688,20-11-2014,17106,0,0,0,0,0  ,17106,
32001899318,IAY Houses,IAY Houses,295 Con of IAY of Amal Sardar,3201009008/IF/34040804683,20-11-2014,9918,0,0,0,0,0  ,9918,
32001899518,Pond,Renovation,"Chapra Dignagar, Renovation of Pond of Purna Ch.Biswas under Dignagar G.P",3201009008/WH/203030324159,18-12-2013,222066,0,0,0,0,0  ,222066,
32001899531,Sanitation,Individual Household Latrines,"Chabighata, Singerpara Construction of IIHHL30 No.Phase-II",3201009008/RS/34040911645,13-12-2013,40663,87735,0,0,87735,0  ,128398,
32001899514,Pond,Renovation,"Renovation of the pond of Banamali Ghosh, Goalpara",3201009008/WH/203030352461,17-07-2014,41984,2535,0,2535,0,0  ,44519,
32001899538,Sanitation,Individual Household Latrines,Chabighata & Singerpara Construction of IIHL 20 Nos. Phase I,3201009008/RS/34040929065,15-06-2014,14703,60362,0,0,60362,0  ,75065,
32001899549,Pond,Excavation,EARTH WORK IN APOND OF TAREKSWAR GHOSH AT DIGNAGAR GHOSH PARA,3201009008/WH/06,09-06-2009,167382,0,0,0,0,0  ,167382,
32001899547,Pond,Strengthening of Embankment,Pond of Tarak Karmakar at Kaya,3201009008/WH/05(09-10),17-03-2009,111615,0,0,0,0,0  ,111615,
32001899570,Pond,Strengthening of Embankment,Arth woark in a pond of Jadav biswas at hatishala madhyam para,3201009008/WH/07,09-06-2009,52002,0,0,0,0,0  ,52002,
32001899560,Sanitation,Individual Household Latrines,"Baliadanga Purbapara, Construction of IHL 30 Nos (Phase I)",3201009008/RS/34040930543,12-06-2014,44278,90534,0,0,90534,0  ,134812,
32001899592,Plantation,Road/Canal Side Plantation,Golgachi & Dakshin Hatisala Fruit Plantation Phase III,3201009008/DP/34040973403,20-11-2014,7098,0,0,0,0,0  ,7098,
32001899556,Sanitation,Individual Household Latrines,"Goalpara, Construction of IIHL 32 Nos. (Phase-I)",3201009008/RS/34040929847,09-06-2014,46137,199481,0,6337,193144,0  ,245618,
32001899576,Pond,Strengthening of Embankment,Reexcavation of a pond of Nirapada Biswas,3201009008/WH/08/03,09-09-2008,166594,0,0,0,0,0  ,166594,
32001909832,Plantation,Afforestation,"Modakpara, Plantation at Dighi under Dignagar Gram Panchayet",3201009008/DP/34040921444,04-07-2013,35787,143668,0,2038,141630,0  ,179455,
32001909830,Plantation,Plantation,"Goalpara, Plantation at MSK school under Dignagar Gram Panchayet",3201009008/DP/34040921437,04-07-2013,5587,53540,0,53540,0,0  ,59127,
32001909840,Plantation,Afforestation,Plantation in road from uttarhatisala to the house of Dulal Adhikary towards Moilka undr Dignagar,3201009008/DP/34040921768,08-07-2013,33673,62890,0,5890,57000,0  ,96563,
32001909841,Plantation,Afforestation,Plantation in road from kaya h/o Kantilal Debnath ,3201009008/DP/34040921910,08-07-2013,26123,90068,0,19178,70890,0  ,116191,
32001909845,Plantation,Plantation,Modakpara Cultivation Tissue Culture Banana on the,3201009008/DP/34040923013,13-08-2013,0,29672,0,29672,0,0  ,29672,
32001909835,Plantation,Afforestation,Plantation in road from Goalpara Battala to end of Goalpara under Dignagar,3201009008/DP/34040921465,08-07-2013,35938,27330,0,27330,0,0  ,63268,
32001909848,IAY Houses,DUGWELLS,298 Con of IAY of Bhagabati Adhikari,3201009008/IF/34040804690,20-11-2014,14616,0,0,0,0,0  ,14616,
32001909851,IAY Houses,Recharge Pits,299 Con of IAY of Sabita Adhikari,3201009008/IF/34040804692,20-11-2014,14670,0,0,0,0,0  ,14670,
32001909853,IAY Houses,Soak Pits,300 Con of IAY of Manoranjan Karmakar,3201009008/IF/34040804694,20-11-2014,15540,0,0,0,0,0  ,15540,
32001909854,IAY Houses,Soak Pits,301 Con of IAY of Biswajit Mondal,3201009008/IF/34040804696,20-11-2014,15540,0,0,0,0,0  ,15540,
32001909857,Land Improvement,Reclamation of Land,Goalpara Land development of the 18 nos Indivisual benificiary (BPL/SC/ST/IAY). Phase- 3,3201009008/LD/321002040523342,02-10-2013,370330,0,0,0,0,0  ,370330,
32001909865,IAY Houses,Cross Bund,303 Con of IAY of Goutam Shil,3201009008/IF/34040804700,20-11-2014,15540,0,0,0,0,0  ,15540,
32001909862,IAY Houses,Bio Drainage,302 Con of IAY of Sudhir Biswas,3201009008/IF/34040804698,20-11-2014,15540,0,0,0,0,0  ,15540,
32001909868,IAY Houses,DUGWELLS,173 Con of IAY of Chanchala Biswas,3201009008/IF/34040804705,20-11-2014,16619,0,0,0,0,0  ,16619,
32001909876,Plantation,Afforestation,Kitchen Garden at the land Gholgachi Primary School & Chabighata Primary School,3201009008/DP/34040924026,04-08-2013,1812,0,0,0,0,0  ,1812,
32001909869,IAY Houses,Recharge Pits,174 Con of IAY of Raju Mondal,3201009008/IF/34040804707,20-11-2014,15580,0,0,0,0,0  ,15580,
32001909882,IAY Houses,Soak Pits,175 Con of IAY of Sumitra Dhara,3201009008/IF/34040804709,20-11-2014,15580,0,0,0,0,0  ,15580,
32001909866,IAY Houses,Belt Vegetation,172 Con of IAY of Sandhya Das,3201009008/IF/34040804703,20-11-2014,15660,0,0,0,0,0  ,15660,
32001909886,IAY Houses,Cross Bund,177 Con of IAY of Doli Nag,3201009008/IF/34040804712,20-11-2014,13890,0,0,0,0,0  ,13890,
32001909879,Plantation,Block Plantation in fields-Horticulture-Community,"Kitchen Garden at the land of Kaya, Moilka & Singerpara Pry School under Dignagar",3201009008/DP/34040924610,30-08-2013,2718,24009,0,24009,0,0  ,26727,
32001909889,Plantation,Plantation,"Plantation & Environment Cleaning at 7 Nos Pry School ( Ghoshpara, Uttarpara, Singerpara, Chabigha )",3201009008/DP/34040945458,06-02-2014,156983,61989,10800,51189,0,0  ,218972,
32001909892,Land Improvement,Land Leveling,Goalpara Land Developement of the Indivisual Benificiary,3201009008/LD/321002040528510,05-12-2013,256176,0,0,0,0,0  ,256176,
32001909901,Rural Connectivity,Bitumen Top,E/W on a road from the h/o Nimai Mondal at Dignagar G.P,3201009008/RC/01/11-12,01-04-2011,87405,0,0,0,0,0  ,87405,
32001909898,IAY Houses,Deepening and Repair of Flood Channels,178 con of IAY of Sohagi Sarkar,3201009008/IF/34040804714,20-11-2014,14442,0,0,0,0,0  ,14442,
32001909907,Pond,Excavation,Earth work in ecavation pond of Tarak Karmakar,3201009008/WH/08B(10-11),06-01-2010,13650,0,0,0,0,0  ,13650,
32001909885,IAY Houses,Bio Drainage,176 Con of IAY of Bimal Santra,3201009008/IF/34040804711,20-11-2014,15928,0,0,0,0,0  ,15928,
32001909911,Pond,Renovation,Re Excavation of pond of samaresh Biswas,3201009008/WH/09(10-11),06-01-2010,101934,0,0,0,0,0  ,101934,
32001909903,Rural Connectivity,Bitumen Top,E/W in a road from Baroari tola upto Chandra Sekhar Kal Ghar at Kaya,3201009008/RC/014(11-12),07-02-2012,47158,0,0,0,0,0  ,47158,
32001909917,Pond,Excavation,Renovation of pond of Susanta Ghosh.,3201009008/WH/090801/48,18-01-2008,68250,0,0,0,0,0  ,68250,
32001909910,Pond,Excavation,POND OF TEJEN DEBNATH AT GEOLGARI ,3201009008/WH/09,09-06-2009,56529,0,0,0,0,0  ,56529,
32001909922,Pond,Excavation,Re-excavation of Pond of Sri Anil Biswas at Dignagar Uttarpara.,3201009008/WH/090802/14,24-02-2009,263730,0,0,0,0,0  ,263730,
32001909914,Pond,Excavation,EXCAVATION OF A POND OF JATIN DEBNATH AT GEOLGARI,3201009008/WH/09/10,09-06-2009,52017,0,0,0,0,0  ,52017,
32001909924,Plantation,Plantation,"Plantation & Cleaning at 6 Nos. Pry School ( Kaya, Moilka, Madhyam Hatisala, Dignagar, Chapra Dig )",3201009008/DP/34040945467,06-02-2014,135637,59161,0,59161,0,0  ,194798,
32001909926,IAY Houses,Diversion Channel,179 Con of IAY of Menoka Santra,3201009008/IF/34040804716,20-11-2014,15580,0,0,0,0,0  ,15580,
32001909919,Pond,Excavation,Re-excavation of Pond of Ajit Biswas at Dignagar Uttarpara.,3201009008/WH/090802/10,03-02-2009,71326,0,0,0,0,0  ,71326,
32001909930,IAY Houses,Boundary Plantation,181 Con of IAY of Jagadish Biswas,3201009008/IF/34040804721,20-11-2014,15580,0,0,0,0,0  ,15580,
32001909934,IAY Houses,Construction of Drainage Channels,182 Con of IAY of Krishna Bag,3201009008/IF/34040804723,20-11-2014,15660,0,0,0,0,0  ,15660,
32001909935,Land Improvement,Reclamation of Land,"Uttarpara, Land developement of the benificiary (SC/ST/IAY) under Dignagar G.P",3201009008/LD/321002040531440,22-12-2013,130247,43854,0,43854,0,0  ,174101,
32001909938,IAY Houses,Loose Boulder Structure,183 Con of IAY of Tapan Santra,3201009008/IF/34040805133,20-11-2014,15580,0,0,0,0,0  ,15580,
32001909941,IAY Houses,Earthen Gully Plug,184 Con of IAY of Sambhu Bag,3201009008/IF/34040805135,20-11-2014,10708,0,0,0,0,0  ,10708,
32001909944,IAY Houses,Contour Bunds,185 Con of IAY of vBhagabati Majumder,3201009008/IF/34040805137,20-11-2014,12876,0,0,0,0,0  ,12876,
32001909948,IAY Houses,Artificial Recharge of Well Through Sand Filter,186 Con of IAY of Basanti Das,3201009008/IF/34040805169,20-11-2014,17042,0,0,0,0,0  ,17042,
32001909952,IAY Houses,Deepening and Repair of Flood Channels,216 Con of IAY of Alo Debnath,3201009008/IF/34040805184,20-11-2014,16584,0,0,0,0,0  ,16584,
32001909955,IAY Houses,Well,187 Con of IAY of Sandhya Biswas,3201009008/IF/34040805170,20-11-2014,16624,0,0,0,0,0  ,16624,
32001909960,IAY Houses,Vermi Composting,188 Con of IAY of Dulal Biswas,3201009008/IF/34040805173,20-11-2014,15232,0,0,0,0,0  ,15232,
32001909962,Pond,Excavation,Earth work in Re-excavation of a pond of Nimai Naik at Chapra under Dignagar G.P. ,3201009008/WH/090808/07,24-12-2008,39793,0,0,0,0,0  ,39793,
32001909966,Sanitation,Individual Household Latrines,Hatisala Uttar Construction of IHHL Phase I,3201009008/RS/34040939813,22-08-2014,9126,18108,0,0,18108,0  ,27234,
32001909968,Sanitation,Individual Household Latrines,Baliadanga Purbapara Con. of IIHL 20 Nos. (Phase III),3201009008/RS/34040944494,12-06-2014,30420,60359,0,0,60359,0  ,90779,
32001909973,IAY Houses,Belt Vegetation,212 Con of IAY of Chandana Debnath,3201009008/IF/34040805175,20-11-2014,16410,0,0,0,0,0  ,16410,
32001909976,IAY Houses,Nursery Raising,213 Con of IAY of Anjali Das,3201009008/IF/34040805177,20-11-2014,16584,0,0,0,0,0  ,16584,
32001909979,IAY Houses,DUGWELLS,214 Con of IAY of Prabha Debnath,3201009008/IF/34040805179,20-11-2014,16584,0,0,0,0,0  ,16584,
32001909982,IAY Houses,Cross Bund,215 Con of IAY of Rita Pandit,3201009008/IF/34040805182,20-11-2014,16584,0,0,0,0,0  ,16584,
32001909988,IAY Houses,Belt Vegetation,266 Con of IAY of Rabin Biswas,3201009008/IF/34040805189,20-11-2014,16012,0,0,0,0,0  ,16012,
32001909986,IAY Houses,Peripheral Bunding,217 Con of IAY of Jharna Das,3201009008/IF/34040805186,20-11-2014,12528,0,0,0,0,0  ,12528,
32001909995,Pond,Excavation,Revovation of ponds in MASKATA of Nirapada Biswas.,3201009008/WH/090808/42,15-01-2008,165900,0,0,0,0,0  ,165900,
32001909993,IAY Houses,Earthen Gully Plug,257 Con of IAY of Gita Mitra,3201009008/IF/34040806847,20-11-2014,15570,0,0,0,0,0  ,15570,
32001909998,IAY Houses,Excavation,Earth work in Re-excavation of a pond of Madhu Ghosh at kaya.,3201009008/WH/090812/06,09-09-2008,202389,0,0,0,0,0  ,202389,
32001910001,Pond,Excavation,Renovation of pond of Madhu Ghosh at Kaya.,3201009008/WH/090812/54,18-02-2008,27065,0,0,0,0,0  ,27065,
32001910004,IAY Houses,Nursery Raising,267 Con of IAY of Mahadeb Biswas,3201009008/IF/34040805191,20-11-2014,15540,0,0,0,0,0  ,15540,
32001910008,IAY Houses,Bio Drainage,268 con of IAY of Jadab Biswas,3201009008/IF/34040805194,20-11-2014,11484,0,0,0,0,0  ,11484,
32001910012,IAY Houses,Loose Boulder Structure,252 Con of IAY of Nimai Biswas,3201009008/IF/34040806843,20-11-2014,17052,0,0,0,0,0  ,17052,
32001910015,Pond,Excavation,Renovation of pond of Gopal Ghosh at Kaya.,3201009008/WH/090812/58,20-03-2008,47387,0,0,0,0,0  ,47387,
32001910018,Land Improvement,Reclamation of Land,"Moilke, Land developement of the indivisual benificiary (BPL/SC/ST) under Dignagar G.P",3201009008/LD/321002040532371,09-12-2013,117652,30785,0,30785,0,0  ,148437,
32001910019,IAY Houses,IAY Houses,30 Con of IAY for Malati Debnath,3201009008/IF/34040944506,30-06-2015,14964,0,0,0,0,0  ,14964,
32001910029,IAY Houses,Contour Bunds,258 Con of IAY of Reboti Nath,3201009008/IF/34040806851,20-11-2014,15570,0,0,0,0,0  ,15570,
32001910025,IAY Houses,Goat Shelter,272 Con of IAY of Sabita Biswas,3201009008/IF/34040808731,20-11-2014,15540,0,0,0,0,0  ,15540,
32001910031,Pond,Renovation,Re excavation of a pond of Nimai naik at Chapra,3201009008/WH/10 (10-11),06-01-2010,152538,0,0,0,0,0  ,152538,
32001910035,IAY Houses,Cattle Shed,271 Con of IAY of Chaina Biswas,3201009008/IF/34040808727,20-11-2014,14188,0,0,0,0,0  ,14188,
32001910037,Land Improvement,Land Leveling,"Ghoshpara, Land Developement of the indivisual benificiary (BPL/SC/ST/IAY) under Dig G.P",3201009008/LD/321002040536411,21-01-2014,116654,0,0,0,0,0  ,116654,
32001910040,IAY Houses,Artificial Recharge of Well Through Sand Filter,259 Con of IAY of Anita Debnath,3201009008/IF/34040806853,20-11-2014,15570,0,0,0,0,0  ,15570,
32001910049,IAY Houses,Bio Drainage,263 Con of IAY of Chinta Majhi,3201009008/IF/34040806865,20-11-2014,25662,0,0,0,0,0  ,25662,
32001910051,Plantation,Plantation,"Chabighata Singerpara, Plantation Beside PMGY",3201009008/DP/34040958534,08-07-2014,20787,30192.35,0,0,30192.35,0  ,50979.35,
32001910055,IAY Houses,Construction of Farm Bunding,264 Con of IAY of Suresh Majhi,3201009008/IF/34040806871,20-11-2014,11046,0,0,0,0,0  ,11046,
32001910058,IAY Houses,Land Leveling and Shaping,262 Con of IAY of Lakshmi Saha,3201009008/IF/34040808711,20-11-2014,13656,0,0,0,0,0  ,13656,
32001910061,Rural Connectivity,Earthern road,Road at Dignagar Uttarpara from the house of Kalichran Ghosh to Haran BiswasA,3201009008/RC/02/25,25-08-2009,44269,0,0,0,0,0  ,44269,
32001910043,IAY Houses,Vermi Composting,260 Con of IAY of Padma Debnath,3201009008/IF/34040806855,20-11-2014,15570,0,0,0,0,0  ,15570,
32001910063,Rural Connectivity,Earthern road,Earthwork in the house of Jalal Sk to Mill of Mero Ghosh Dig. South,3201009008/RC/03(10-11),06-01-2010,147169,0,0,0,0,0  ,147169,
32001910047,IAY Houses,IAY Houses,261 Com of IAY of Priyalal Debnath,3201009008/IF/34040806857,20-11-2014,9132,0,0,0,0,0  ,9132,
32001910067,Rural Connectivity,Bitumen Top,E/W in the road from Nimai Nayek Upto Marth at Chapra Dignagar,3201009008/RC/03(11-12),15-11-2011,247120,0,0,0,0,0  ,247120,
32001910070,Rural Connectivity,Earthern road,Earthwork in the road from the house of Madhu Dafadar towards Gupia bill at Dig. South,3201009008/RC/04(10-11),06-01-2010,314058,0,0,0,0,0  ,314058,
32001910073,IAY Houses,Nursery Raising,270 Con of IAY of Ashok Biswas,3201009008/IF/34040808718,20-11-2014,11484,0,0,0,0,0  ,11484,
32001910074,Rural Connectivity,Bitumen Top,Earth work in a road from the h/o Swapan Saha upto Belemath,3201009008/RC/04(11-12),01-01-2012,72290,0,0,0,0,0  ,72290,
32001910077,Rural Connectivity,Earthern road,E/W in road embnakment from Battala towards Gopia Beel.,3201009008/RC/090804/55,01-02-2008,34163,31824,0,0,31824,0  ,65987,
32001910756,IAY Houses,Construction of Contour,246 Con of IAY of Ajit Shil,3201009008/IF/34040808736,20-11-2014,15312,0,0,0,0,0  ,15312,
32001910759,IAY Houses,Belt Vegetation,224 Con of IAY of Puspa Das,3201009008/IF/34040819885,20-11-2014,15630,0,0,0,0,0  ,15630,
32001910762,IAY Houses,DUGWELLS,226 Con of IAY of Radha Das,3201009008/IF/34040819895,20-11-2014,15540,0,0,0,0,0  ,15540,
32001910761,IAY Houses,Nursery Raising,225 Con of IAY of Sumitra Das,3201009008/IF/34040819891,20-11-2014,15640,0,0,0,0,0  ,15640,
32001910764,IAY Houses,Recharge Pits,227 Con of IAY of Geeta Das,3201009008/IF/34040819900,20-11-2014,15660,0,0,0,0,0  ,15660,
32001910765,IAY Houses,Soak Pits,228 Con of IAY of Aradhana Das,3201009008/IF/34040819902,20-11-2014,15540,0,0,0,0,0  ,15540,
32001910766,Pond,Strengthening of Embankment,E/W in re-exavation of a pond of Mrinal Kanti Biswas and others,3201009008/WH/10/05-2008,09-09-2008,270733,0,0,0,0,0  ,270733,
32001910767,Pond,Strengthening of Embankment,Earth work in excavation of pond of Mrinal kanti Biswas at Hatishala ,3201009008/WH/10/21,25-03-2009,48201,80282.55,0,0,80282.55,0  ,128483.55,
32001910771,Land Improvement,Reclamation of Land,"Singerpara, Land Developement of the indivisual benificiary (BPL/SC/ST) under Dig G.P  Phase-I",3201009008/LD/321002040550673,21-01-2014,302682,55365,34579,20786,0,0  ,358047,
32001910770,Land Improvement,Reclamation of Land,"Dignagar Uttarpara, Land developement of the indivisual benificiary ( BPL/SC/ST) Phase II",3201009008/LD/321002040545446,07-02-2014,203378,8381,0,8381,0,0  ,211759,
32001910772,IAY Houses,Drainage in Water Logged Areas,230 Con of IAY of Swapan Chakraborty,3201009008/IF/34040819912,20-11-2014,13398,0,0,0,0,0  ,13398,
32001910773,IAY Houses,Cross Bund,229 Con of IAY of Jamuna Das,3201009008/IF/34040819904,20-11-2014,11484,0,0,0,0,0  ,11484,
32001910778,Pond,Excavation,Earth work in Re Excavation of a pond of Nemai Naik at Chapra Dignagar,3201009008/WH/15 (10-11),01-04-2010,84841,118549,0,0,118549,0  ,203390,
32001910774,Land Improvement,Reclamation of Land,"Ghoshpara, Land Developement of the indivisual benificiary (BPL/SC/St) Phase-II",3201009008/LD/321002040548696,18-02-2014,84388,26837,9600,17237,0,0  ,111225,
32001910779,IAY Houses,IAY Houses,01 Con of IAY for Kamal Sikder,3201009008/IF/34040944446,30-06-2015,8526,0,0,0,0,0  ,8526,
32001910781,IAY Housesi,IAY Houses,02 Con of IAY For Latika Biswas,3201009008/IF/34040944449,30-06-2015,15312,0,0,0,0,0  ,15312,
32001910776,Pond,Strengthening of Embankment,RE-EXCADATION OF POND OF AJIT BISWAS AT DIGNAGAR UTTAR PARA ,3201009008/WH/10/B,03-02-2009,186854,0,0,0,0,0  ,186854,
32001910783,Land Improvement,Reclamation of Land,"Chapra Dignagar, Land Development of Indivisual Benificiary (BPL/SC/ST/IAY)",3201009008/LD/321002040568622,13-06-2014,97580,12420,0,12420,0,0  ,110000,
32001910784,Land Improvement,Reclamation of Land,"Chabighata & Singerpara, Land Development in the land of (BPL/SC/ST) Phase I",3201009008/LD/321002040570090,17-07-2014,100204,0,0,0,0,0  ,100204,
32001910786,IAY Houses,IAY Houses,04 Con of IAY for Ganga Nath,3201009008/IF/34040944452,30-06-2015,14616,0,0,0,0,0  ,14616,
32001910788,Land Improvement,IAY Houses,05 Con of IAY for Gopal Das,3201009008/IF/34040944453,30-06-2015,14616,0,0,0,0,0  ,14616,
32001910790,IAY Houses,IAY Houses,08 Con of IAY for Sima Debnath,3201009008/IF/34040944459,30-06-2015,15660,0,0,0,0,0  ,15660,
32001910791,IAY Houses,IAY Houses,19 Con of IAY for Shefali Adhikari,3201009008/IF/34040944469,30-06-2015,14964,0,0,0,0,0  ,14964,
32001910793,IAY Houses,IAY Houses,16 Con of IAY for Niren Sarkar,3201009008/IF/34040944485,30-06-2015,14964,0,0,0,0,0  ,14964,
32001910782,IAY Houses,IAY Houses,03 Con of IAY for Atul Bhowmick,3201009008/IF/34040944450,30-06-2015,14616,0,0,0,0,0  ,14616,
32001910795,Land Improvement,Reclamation of Land,"Dignagar, Uttarpara Land Development of the indi beni (BPL/SC/ST/IAY)",3201009008/LD/321002040568990,03-07-2014,349320,15462,3295,12167,0,0  ,364782,
32001910798,Pond,Desilting,Renovation of pond of Manick Mandal under Dignagar G.P,3201009008/WH/11(11-12),07-03-2012,138880,0,0,0,0,0  ,138880,
32001910800,IAY Houses,IAY Houses,21 con of IAY for Bishnu Debnath,3201009008/IF/34040944489,30-06-2015,15660,0,0,0,0,0  ,15660,
32001910802,IAY Houses,IAY Houses,28 Con of IAY for Satirani Nath,3201009008/IF/34040944491,30-06-2015,13920,0,0,0,0,0  ,13920,
32001910804,IAY Houses,IAY Houses,29 Con of IAY for Puspa Debnath,3201009008/IF/34040944493,30-06-2015,15660,0,0,0,0,0  ,15660,
32001910812,IAY Houses,IAY Houses,22 Con of IAY for Khalek Mondal,3201009008/IF/34040944504,30-06-2015,14964,0,0,0,0,0  ,14964,
32001910813,Land Improvement,Development of Waste Land,"Goalpara, Land Developement of the Indi. Beni (BPL/SC/ST/IAY)",3201009008/LD/321002040568681,13-06-2014,383104,31941,31941,0,0,0  ,415045,
32001910814,Land Improvement,Reclamation of Land,"Hatisala Madhyam, Land Development of the indivi. beni (BPL/SC/ST)",3201009008/LD/321002040569833,10-07-2014,346532,21294,0,21294,0,0  ,367826,
32001910815,Land Improvement,Reclamation of Land,"Dignagar, Uttarpara Land vDevelopment Phase-II",3201009008/LD/321002040571350,17-07-2014,360144,4309,0,4309,0,0  ,364453,
32001910796,Pond,Desilting,Re excavation of a pond of Bhabananda saha at Ghoshpara,3201009008/WH/11 (10-11),06-04-2010,221506,21072,0,0,21072,0  ,242578,
32001910818,Rural Connectivity,Earthern road,Earthwork & bamboo Pailing on the road Surrounding the pond of Chittya Joardar at Mailka,3201009008/RC/05(10-11),06-01-2010,114284,90317,0,0,90317,0  ,204601,
32001910817,Land Improvement,Reclamation of Land,"Giolgari, Land development of the indi.beni (BPL/SC/ST) Phase II",3201009008/LD/321002040571790,01-08-2014,107584,17237,0,17237,0,0  ,124821,
32001910821,Rural Connectivity,Bitumen Top,E/W at Dignagar Mahishya Para from the H/O Haripada Sardar,3201009008/RC/06/(11-12),15-11-2011,162856,0,0,0,0,0  ,162856,
32001910819,Rural Connectivity,Earthern road,E/W in road embk. from the H/O- Madab Dhara to Sitala Tala.,3201009008/RC/090805/46,10-01-2008,1500,0,0,0,0,0  ,1500,
32001910822,Rural Connectivity,Earthern road,Embankment on road with bamboo pilling work at Majherpara from house of Bhajan Mondal,3201009008/RC/05/13,17-08-2009,23166,23100,0,0,23100,0  ,46266,
32001910828,Pond,Renovation,Re-excavation of the pond of binoy Krishna Ghosh,3201009008/WH/16/A,17-01-2009,100012,0,0,0,0,0  ,100012,
32001910826,Rural Connectivity,Earthern road,Solling Road at Chapra Dignagar from the house of Atul Debnath to Haru Mitra,3201009008/RC/10/27,25-08-2009,15277,53143.5,0,0,53143.5,0  ,68420.5,
32001910835,Plantation,Plantation,Baliadanga Paschimpara Plantation beside PWD Road,3201009008/DP/34040959176,08-07-2014,5070,29852.75,0,8449,21403.75,0  ,34922.75,
32001910825,Rural Connectivity,Earthern road,E/W in road Embankment from the H/O-Kalu Dafadar through bank of Dighi.,3201009008/RC/090807/02-08,07-04-2008,236550,0,0,0,0,0  ,236550,
32001910839,Plantation,Block Plantation in fields-Horticulture-Community,"Kaya, Fruit Plantation Plantation Phase I",3201009008/DP/34040960270,22-07-2014,84976,8630,0,7350,1280,0  ,93606,
32001910838,Plantation,Block Plantation in fields-Horticulture-Community,"Goalpara, Fruit Plantation Phase-I",3201009008/DP/34040960265,22-07-2014,10140,39146.9,0,23321,15825.9,0  ,49286.9,
32001910824,Rural Connectivity,Earthern road,ROAD AT BHAGAR FROM THE HOUSE PASHUPATI GHOSH TOSAMBHU GHOSH,3201009008/RC/11,12-06-2009,106388,21000,0,0,21000,0  ,127388,
32001910844,Rural Connectivity,Earthern road,ROAD WITH BHANGAPARA FROM THE HOESE OF MADAN DHARA TOWARDS SITALATALA AT GOAL PARA,3201009008/RC/12,12-06-2009,26977,23100,0,0,23100,0  ,50077,
32001910845,Rural Connectivity,Earthern road,MAJHERPARA FROM THE HOUSE OF BHAJAN MONDAL TOWARDS THE GOPIA BEEL AT GOAL PARA,3201009008/RC/13,12-06-2009,0,156324,0,0,156324,0  ,156324,
32001910840,Rural Connectivity,Earthern road,EARTHEN ROAD AT KAYA FROM THE HOUSE OF CHANDRASEKHAR ,3201009008/RC/08,09-06-2009,0,44590.97,0,0,44590.97,0  ,44590.97,
