assetid,schemename,schemecode,assetname,classofasset,sanctiondate,wage,semiskilled,skilled,material,contingency,total,mandays
32007417506,Orchard Plantation of Beneficiary-PHUL KUMAR BAR  at sansad No-XII,3216014001/IF/22012034656654,Orchard Plantation of Beneficiary-PHUL KUMAR BAR at sansad No-XII,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,11269,0,0,0,0  ,11269,
32007469352,Plantation cum Environmental Cleaning at Ashuti Abaitanik Prathamik Vidyalaya & Ashuti Netaji H.S. ,3216014001/DP/22012034357938,Plantation cum Environmental Cleaning at Ashuti Abaitanik Prathamik Vidyalaya & Ashuti Netaji H.S.,Plantation in Government Premises,18-04-2017,33840,0,0,0,0  ,33840,
32007415434,Orchard Plantation of Beneficiary-ASHWINI GHUGHU at sansad No-XI,3216014001/IF/22012034657802,Orchard Plantation of Beneficiary-ASHWINI GHUGHU at sansad No-XI,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,11269,0,0,0,0  ,11269,
32007415355,Orchard Plantation of Beneficiary-SANJIT MONDAL   at Sansad No-V,3216014001/IF/22012034655696,Orchard Plantation of Beneficiary-SANJIT MONDAL at Sansad No-V,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,12415,0,0,0,0  ,12415,
32007415574,Orchard Plantation of Beneficiary-HASEM MOLLA  at sansad No-XI,3216014001/IF/22012034657732,Orchard Plantation of Beneficiary-HASEM MOLLA at sansad No-XI,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,11269,0,0,0,0  ,11269,
32007415201,Orchard Plantation of Beneficiary-SANKAR NASKAR  at sansad No-I,3216014001/IF/22012034656643,Orchard Plantation of Beneficiary-SANKAR NASKAR at sansad No-I,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,11460,0,0,0,0  ,11460,
32007415248,Orchard Plantation of Beneficiary-SUKTARA PRAMANICK    at sansad No-I,3216014001/IF/22012034656629,Orchard Plantation of Beneficiary-SUKTARA PRAMANICK at sansad No-I,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,11269,0,0,0,0  ,11269,
32007415132,Orchard Plantation of Beneficiary- SWAPAN DAS  at Sansad No-VI,3216014001/IF/22012034659596,Orchard Plantation of Beneficiary- SWAPAN DAS at Sansad No-VI,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,12415,0,0,0,0  ,12415,
32007415169,Orchard Plantation of Beneficiary- RAJU DAS  at Sansad No-VI,3216014001/IF/22012034659640,Orchard Plantation of Beneficiary- RAJU DAS at Sansad No-VI,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,12415,0,0,0,0  ,12415,
32007469499,Plantation cum Environmental Cleaning at Ashuti Sardarpara SSK Under Ashuti-I GP at Sansad No:-A1/I,3216014001/DP/22012034357967,Plantation cum Environmental Cleaning at Ashuti Sardarpara SSK Under Ashuti-I GP at Sansad No:-A1/I,Plantation in Government Premises,18-04-2017,15480,0,0,0,0  ,15480,
32007415002,Orchard Plantation of Beneficiary - SUSANTO DAS at Sansad No-VI,3216014001/IF/22012034659612,Orchard Plantation of Beneficiary - SUSANTO DAS at Sansad No-VI,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,12415,0,0,0,0  ,12415,
32007415386,Orchard Plantation of Beneficiary-DILIP RANG at Sansad No-XI,3216014001/IF/22012034659093,Orchard Plantation of Beneficiary-DILIP RANG at Sansad No-XI,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,11269,0,0,0,0  ,11269,
32007375956,Orchard Plantation of Beneficiary- SHANKAR NASKAR  at Sansad No-VI,3216014001/IF/22012034659622,Orchard Plantation of Beneficiary- SHANKAR NASKAR at Sansad No-VI,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,12415,0,0,0,0  ,12415,
32007376034,Orchard Plantation of Beneficiary- RAMEN MONDAL  at Sansad No-VI,3216014001/IF/22012034659604,Orchard Plantation of Beneficiary- RAMEN MONDAL at Sansad No-VI,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,12606,0,0,0,0  ,12606,
32007376053,Orchard Plantation of Beneficiary-CHATTU MONDAL at Sansad No-VI,3216014001/IF/22012034659592,Orchard Plantation of Beneficiary-CHATTU MONDAL at Sansad No-VI,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,11269,0,0,0,0  ,11269,
32007375934,Orchard Plantation of Beneficiary- NABAKUMAR NASKAR  at Sansad No-VI,3216014001/IF/22012034659617,Orchard Plantation of Beneficiary- NABAKUMAR NASKAR at Sansad No-VI,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,10505,0,0,0,0  ,10505,
32007375897,Orchard Plantation of Beneficiary- SHAKUNTALA NASKAR  at Sansad No-VI,3216014001/IF/22012034659632,Orchard Plantation of Beneficiary- SHAKUNTALA NASKAR at Sansad No-VI,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,11460,0,0,0,0  ,11460,
32007375999,Orchard Plantation of Beneficiary- RINTU DAS  at Sansad No-VI,3216014001/IF/22012034659598,Orchard Plantation of Beneficiary- RINTU DAS at Sansad No-VI,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,10505,0,0,0,0  ,10505,
32007375879,Orchard Plantation of Beneficiary- PRASENJIT SARDAR  at sansad No-I,3216014001/IF/22012034656665,Orchard Plantation of Beneficiary- PRASENJIT SARDAR at sansad No-I,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,11269,0,0,0,0  ,11269,
32007375913,Orchard Plantation of Beneficiary-SAMIR NASKAR  at Sansad No-VI,3216014001/IF/22012034659624,Orchard Plantation of Beneficiary-SAMIR NASKAR at Sansad No-VI,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,11460,0,0,0,0  ,11460,
32007375794,Orchard Plantation of Beneficiary- BISWANATH MONDAL at sansad No-I,3216014001/IF/22012034656660,Orchard Plantation of Beneficiary- BISWANATH MONDAL at sansad No-I,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,8595,0,0,0,0  ,8595,
32007375678,Orchard Plantation of Beneficiary- KANIKA NASKAR at sansad No-V,3216014001/IF/22012034656667,Orchard Plantation of Beneficiary- KANIKA NASKAR at sansad No-V,Line Plntation(Coast) - horti-trees (Individuals),24-08-2018,1910,0,0,0,0  ,1910,
32007375629,Orchard Plantation of Beneficiary- SAKHIBALA NASKAR at Sansad No-V,3216014001/IF/22012034659092,Orchard Plantation of Beneficiary- SAKHIBALA NASKAR at Sansad No-V,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,12415,0,0,0,0  ,12415,
32007375708,Orchard Plantation of Beneficiary- KALIPADA SARDAR   at sansad No-III,3216014001/IF/22012034656606,Orchard Plantation of Beneficiary- KALIPADA SARDAR at sansad No-III,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,12415,0,0,0,0  ,12415,
32007375811,Orchard Plantation of Beneficiary- NARAYAN NASKAR   at sansad No-I,3216014001/IF/22012034656648,Orchard Plantation of Beneficiary- NARAYAN NASKAR at sansad No-I,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,11269,0,0,0,0  ,11269,
32007375609,Orchard Plantation of Beneficiary- BINAY NASKAR  at Sansad No-V,3216014001/IF/22012034659094,Orchard Plantation of Beneficiary- BINAY NASKAR at Sansad No-V,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,11460,0,0,0,0  ,11460,
32007375572,Orchard Plantation of Beneficiary-SAMIR NASKAR at Sansad No-V,3216014001/IF/22012034659080,Orchard Plantation of Beneficiary-SAMIR NASKAR at Sansad No-V,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,11460,0,0,0,0  ,11460,
32007375543,Orchard Plantation of Beneficiary- RAMA NASKAR at Sansad No-V,3216014001/IF/22012034659100,Orchard Plantation of Beneficiary- RAMA NASKAR at Sansad No-V,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,12415,0,0,0,0  ,12415,
32007375471,Orchard Plantation of Beneficiary- SUSANTA PRAMANIK  at Sansad No-V,3216014001/IF/22012034659090,Orchard Plantation of Beneficiary- SUSANTA PRAMANIK at Sansad No-V,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,11460,0,0,0,0  ,11460,
32007375415,Orchard Plantation of Beneficiary- RITA NASKAR at sansad No-III,3216014001/IF/22012034656572,Orchard Plantation of Beneficiary- RITA NASKAR at sansad No-III,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,12415,0,0,0,0  ,12415,
32007375389,Orchard Plantation of Beneficiary-JAMUNA ROY at sansad No-II,3216014001/IF/22012034657472,Orchard Plantation of Beneficiary-JAMUNA ROY at sansad No-II,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,12415,0,0,0,0  ,12415,
32007375590,Orchard Plantation of Beneficiary- REKHA NASKAR at Sansad No-V,3216014001/IF/22012034659096,Orchard Plantation of Beneficiary- REKHA NASKAR at Sansad No-V,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,12415,0,0,0,0  ,12415,
32007375403,Orchard Plantation of Beneficiary- BIREN NASKAR   at sansad No-III,3216014001/IF/22012034656593,3216014001/IF/22012034656593,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,12415,0,0,0,0  ,12415,
32007375321,Orchard Plantation of Beneficiary- MALEKA BIBI  at sansad No-II,3216014001/IF/22012034657728,Orchard Plantation of Beneficiary- MALEKA BIBI at sansad No-II,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,11269,0,0,0,0  ,11269,
32007375283,Orchard Plantation of Beneficiary- SUSHIL NASKAR   at sansad No-IV,3216014001/IF/22012034657826,Orchard Plantation of Beneficiary- SUSHIL NASKAR at sansad No-IV,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,11269,0,0,0,0  ,11269,
32007375763,Orchard Plantation of Beneficiary- ANIMESH NASKAR  at sansad No-I,3216014001/IF/22012034656662,Orchard Plantation of Beneficiary- ANIMESH NASKAR at sansad No-I,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,11269,0,0,0,0  ,11269,
32007374057,Orchard Plantation of Beneficiary- SHIKHA MALI   at sansad No-IV,3216014001/IF/22012034657837,Orchard Plantation of Beneficiary- SHIKHA MALI at sansad No-IV,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,12415,0,0,0,0  ,12415,
32007374000,Orchard Plantation of Beneficiary-  NAOSAD MOLLA  at sansad No-IX,3216014001/IF/22012034657467,Orchard Plantation of Beneficiary- NAOSAD MOLLA at sansad No-IX,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,12415,0,0,0,0  ,12415,
32007415620,Orchard Plantation of Beneficiary- AJIT GHUGHU at sansad No-XI,3216014001/IF/22012034656640,Orchard Plantation of Beneficiary- AJIT GHUGHU at sansad No-XI,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,11269,0,0,0,0  ,11269,
32007373947,Orchard Plantation of Beneficiary- KALIPADA MONDAL at Sansad No-VII,3216014001/IF/22012034659702,Orchard Plantation of Beneficiary- KALIPADA MONDAL at Sansad No-VII,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,8595,0,0,0,0  ,8595,
32007374126,Orchard Plantation of Beneficiary- SANJIB NASKAR   at sansad No-IV,3216014001/IF/22012034657829,Orchard Plantation of Beneficiary- SANJIB NASKAR at sansad No-IV,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,12415,0,0,0,0  ,12415,
32007417612,Orchard Plantation of Beneficiary-SUNIL NASKAR at sansad No-III,3216014001/IF/22012034656580,Orchard Plantation of Beneficiary-SUNIL NASKAR at sansad No-III,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,5730,0,0,0,0  ,5730,
32007633482,Orchard Plantation of Beneficiary- PARESH NASKAR at sansad No-I,3216014001/IF/22012034656658,Orchard Plantation of Beneficiary- PARESH NASKAR at sansad No-I   Work Start Date,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,11460,0,0,0,0  ,11460,
32007373249,Orchard Plantation of Beneficiary-JAYDEB MONDAL  at Sansad No-VI,3216014001/IF/22012034659595,Orchard Plantation of Beneficiary-JAYDEB MONDAL at Sansad No-VI,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,11269,0,0,0,0  ,11269,
32007373658,Orchard Plantation of Beneficiary- RABIN NASKAR  at Sansad No-VI,3216014001/IF/22012034659635,Orchard Plantation of Beneficiary- RABIN NASKAR at Sansad No-VI,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,12415,0,0,0,0  ,12415,
32007372988,Orchard Plantation of Beneficiary-FAKIR ALI MOLLA at Sansad No-X,3216014001/IF/22012034659106,Orchard Plantation of Beneficiary-FAKIR ALI MOLLA at Sansad No-X,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,11269,0,0,0,0  ,11269,
32007373038,Orchard Plantation of Beneficiary-BINOD NASKAR at Sansad No-X,3216014001/IF/22012034659074,Orchard Plantation of Beneficiary-BINOD NASKAR at Sansad No-X,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,11269,0,0,0,0  ,11269,
32007373062,Orchard Plantation of Beneficiary-ILIYAS MOLLA  at Sansad No-VI,3216014001/IF/22012034659607,Orchard Plantation of Beneficiary-ILIYAS MOLLA at Sansad No-VI,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,11269,0,0,0,0  ,11269,
32007331762,Orchard Plantation of Beneficiary- SARIKA BHUIYA   at sansad No-XI,3216014001/IF/22012034657724,Orchard Plantation of Beneficiary- SARIKA BHUIYA at sansad No-XI,Line Plntation(Coast) - horti-trees (Individuals),24-08-2018,1910,0,0,0,0  ,1910,
32007469540,Plantation cum Environmental Cleaning at Ganneygangadharpur Health Sub-CentreNear Amarkanan A1/III,3216014001/DP/22012034357973,Plantation cum Environmental Cleaning at Ganneygangadharpur Health Sub-CentreNear Amarkanan A1/III,Plantation in Government Premises,18-04-2017,16560,0,0,0,0  ,16560,
32007372865,Orchard Plantation of Beneficiary- FOZILA BIBI  at sansad No-II,3216014001/IF/22012034657401,Orchard Plantation of Beneficiary- FOZILA BIBI at sansad No-II,Line Plntation(Coast) - horti-trees (Individuals),24-08-2018,1910,0,0,0,0  ,1910,
32007331696,Orchard Plantation of Beneficiary- SUCHITRA GHORUI  at Sansad No-XII,3216014001/IF/22012034659600,Orchard Plantation of Beneficiary- SUCHITRA GHORUI at Sansad No-XII,Line Plntation(Coast) - horti-trees (Individuals),24-08-2018,1910,0,0,0,0  ,1910,
32007331618,Orchard Plantation of Beneficiary –SAHABUDDIN GAZI at Sansad No-XI,3216014001/IF/22012034661244,Orchard Plantation of Beneficiary –SAHABUDDIN GAZI at Sansad No-XI,Line Plntation(Coast) - horti-trees (Individuals),24-08-2018,1910,0,0,0,0  ,1910,
32007331474,Orchard Plantation of Beneficiary-SAIDULLA KHAN   at sansad No-II,3216014001/IF/22012034657745,Orchard Plantation of Beneficiary-SAIDULLA KHAN at sansad No-II,Line Plntation(Coast) - horti-trees (Individuals),24-08-2018,1910,0,0,0,0  ,1910,
32007331649,Orchard Plantation of Beneficiary –SHYAMALI BHUIYA at Sansad No-XII,3216014001/IF/22012034661188,Orchard Plantation of Beneficiary –SHYAMALI BHUIYA at Sansad No-XII,Line Plntation(Coast) - horti-trees (Individuals),24-08-2018,1910,0,0,0,0  ,1910,
32007372925,Orchard Plantation of Beneficiary – SEKH MANOWAR at Sansad No-X,3216014001/IF/22012034661186,Orchard Plantation of Beneficiary – SEKH MANOWAR at Sansad No-X,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,11269,0,0,0,0  ,11269,
32007372962,Orchard Plantation of Beneficiary-BIMALA BAR  at sansad No-XI,3216014001/IF/22012034656544,Orchard Plantation of Beneficiary-BIMALA BAR at sansad No-XI,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,11269,0,0,0,0  ,11269,
32007331168,Orchard Plantation of Beneficiary –JAKIR LASKAR at Sansad No-XI,3216014001/IF/22012034661241,3216014001/IF/22012034661241,Line Plntation(Coast) - horti-trees (Individuals),24-08-2018,1910,0,0,0,0  ,1910,
32007330984,Orchard Plantation of Beneficiary –JAHANARA BIBI at Sansad No-II,3216014001/IF/22012034661214,Orchard Plantation of Beneficiary –JAHANARA BIBI at Sansad No-II,Line Plntation(Coast) - horti-trees (Individuals),24-08-2018,1910,0,0,0,0  ,1910,
32007308852,Block Plantation of Horticulture Trees in fields for Nirmal Dalui at Sansad No X,3216014001/IF/321002041011424,Block Plantation of Horticulture Trees in fields for Nirmal Dalui at Sansad No X,Block Plantation-Hort-Trees in fields-Individuals,30-08-2019,32,0,0,0,0  ,32,
32007373440,Orchard Plantation of Beneficiary –SHAILEN NASKAR at Sansad No-X,3216014001/IF/22012034661227,Orchard Plantation of Beneficiary –SHAILEN NASKAR at Sansad No-X,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,11269,0,0,0,0  ,11269,
32007373484,Orchard Plantation of Beneficiary-PRAFULLA NASKAR at Sansad No-V,3216014001/IF/22012034659079,Orchard Plantation of Beneficiary-PRAFULLA NASKAR at Sansad No-V,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,11269,0,0,0,0  ,11269,
32007374089,Orchard Plantation of Beneficiary-DINABANDHU NASKAR  at Sansad No-IV,3216014001/IF/22012034657832,Orchard Plantation of Beneficiary-DINABANDHU NASKAR at Sansad No-IV,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,12415,0,0,0,0  ,12415,
32007308728,Block Plantation of Horticulture Trees in fields for Swapan Mondal at Sansad No XI,3216014001/IF/321002041011438,Block Plantation of Horticulture Trees in fields for Swapan Mondal at Sansad No XI,Block Plantation-Hort-Trees in fields-Individuals,30-08-2019,32,0,0,0,0  ,32,
32007308787,Block Plantation of Horticulture Trees in fields for Jhantu Sardar at Sansad No X,3216014001/IF/321002041010921,Block Plantation of Horticulture Trees in fields for Jhantu Sardar at Sansad No X,Block Plantation-Hort-Trees in fields-Individuals,30-08-2019,444,0,0,0,0  ,444,
32007331437,Orchard Plantation of Beneficiary-NURJAHAN BIBI  at sansad No-II,3216014001/IF/22012034657779,Orchard Plantation of Beneficiary-NURJAHAN BIBI at sansad No-II,Line Plntation(Coast) - horti-trees (Individuals),24-08-2018,1910,0,0,0,0  ,1910,
32007308577,Block Plantation of Horticulture Trees in fields for Firdosh Molla at Sansad No -X,3216014001/IF/321002041018443,Block Plantation of Horticulture Trees in fields for Firdosh Molla at Sansad No -X,Block Plantation-Hort-Trees in fields-Individuals,13-09-2019,444,0,0,0,0  ,444,
32007308595,Block Plantation of Horticulture Trees in fields for Babur Ali Molla at Sansad No -X,3216014001/IF/321002041018423,Block Plantation of Horticulture Trees in fields for Babur Ali Molla at Sansad No -X,Block Plantation-Hort-Trees in fields-Individuals,13-09-2019,444,0,0,0,0  ,444,
32007331256,Orchard Plantation of Beneficiary –TAPAS BAR at Sansad No-XI,3216014001/IF/22012034661140,Orchard Plantation of Beneficiary –TAPAS BAR at Sansad No-XI,Line Plntation(Coast) - horti-trees (Individuals),24-08-2018,1910,0,0,0,0  ,1910,
32007308518,Block Plantation of Horticulture Trees in fields for Rajia Begam at Sansad No -X,3216014001/IF/321002041018428,Block Plantation of Horticulture Trees in fields for Rajia Begam at Sansad No -X,Block Plantation-Hort-Trees in fields-Individuals,13-09-2019,444,0,0,0,0  ,444,
32007308436,1. Renovation of Flood/Diversion Channel for Community - From Gopal Mondals Hana via Sashi Bors Ho,3216014001/FP/PP/520813,Channel,Renovation of Flood/ Diversion Channel for Comm,10-07-2019,588723,0,0,0,0  ,588723,
32007308313,Block Plantation of Horticulture Trees in Khanberia Krishnarampur F.P School at Sansad No -X,3216014001/DP/321002040904875,Plantation,Gov blding premises-Block Plantation-Horticulture,21-11-2019,7067,0,0,0,0  ,7067,
32007308618,Block Plantation of Horticulture Trees in fields for Asim Bhuniya at Sansad No XII,3216014001/IF/321002041011434,Block Plantation of Horticulture Trees in fields for Asim Bhuniya at Sansad No XII,Block Plantation-Hort-Trees in fields-Individuals,30-08-2019,444,0,0,0,0  ,444,
32007308693, Block Plantation of Horticulture Trees in fields for Archana Mondal at Sansad No XI,3216014001/IF/321002041010910,Block Plantation of Horticulture Trees in fields for Archana Mondal at Sansad No XI,Block Plantation-Hort-Trees in fields-Individuals,30-08-2019,444,0,0,0,0  ,444,
32007331298,Orchard Plantation of Beneficiary- YUSUF MONDAL at Sansad No-XII,3216014001/IF/22012034659690,3216014001/IF/22012034659690,Line Plntation(Coast) - horti-trees (Individuals),24-08-2018,1910,0,0,0,0  ,1910,
32007307366,Block Plantation of Horticulture Trees in fields for Balai Mondal at Sansad No A1/ XII,3216014001/IF/321002041011412,Plantation,Block Plantation-Hort-Trees in fields-Individuals,30-08-2019,444,0,0,0,0  ,444,
32007307500,Block Plantation of Horticulture Trees in fields for Sukur Ali Molla at Sansad No -X,3216014001/IF/321002041018422,Plantation,Block Plantation-Hort-Trees in fields-Individuals,13-09-2019,396,0,0,0,0  ,396,
32007307337,Block Plantation of Horticulture Trees in fields for Amina Bibi at Sansad No -X,3216014001/IF/321002041018440,Plantation,Block Plantation-Hort-Trees in fields-Individuals,13-09-2019,444,0,0,0,0  ,444,
32007307315,Block Plantation of Horticulture Trees in fields for Alok Naskar at Sansad No -V,3216014001/IF/321002041018463,Plantation,Block Plantation-Hort-Trees in fields-Individuals,13-09-2019,955,0,0,0,0  ,955,
32007308806,Block Plantation of Horticulture Trees in fields for Sufol Sardar at Sansad No X,3216014001/IF/321002041010927,Block Plantation of Horticulture Trees in fields for Sufol Sardar at Sansad No X,Block Plantation-Hort-Trees in fields-Individuals,30-08-2019,444,0,0,0,0  ,444,
32007307237,Block Plantation of Horticulture Trees in fields for Surajit Sardar at Sansad No -III,3216014001/IF/321002041018472,Plantation,Boundary Plantation of Horti-Trees for Individuals,13-09-2019,955,0,0,0,0  ,955,
32007307417,Block Plantation of Horticulture Trees in fields for Samiara Bibi at Sansad No -X,3216014001/IF/321002041018437,Plantation,Block Plantation-Hort-Trees in fields-Individuals,13-09-2019,444,0,0,0,0  ,444,
32007307164,Block Plantation of Horticulture Trees in fields for Chaya Mondal at Sansad No -III,3216014001/IF/321002041018450,Plantation,Block Plantation-Hort-Trees in fields-Individuals,13-09-2019,955,0,0,0,0  ,955,
32007307198,Block Plantation of Horticulture Trees in fields for Sanot Mondal at Sansad No -VI,3216014001/IF/321002041018454,Plantation,Block Plantation-Hort-Trees in fields-Individuals,13-09-2019,955,0,0,0,0  ,955,
32007307047,Block Plantation of Horticulture Trees in fields for Alam Gazi at Sansad No -XI,3216014001/IF/321002041018434,Block Plantation,Block Plantation-Hort-Trees in fields-Individuals,13-09-2019,955,0,0,0,0  ,955,
32006677440,Desiltation of Micro irrigation Channel at Sansad-V,3216014001/FP/320201060454551,MICRO IRRIGATION,Repair & maint of intrmediate & Lnk Drain for Comm,07-06-2018,3438,0,0,0,0  ,3438,
32006677427,Desiltation of Micro irrigation Channel at Sansad-X,3216014001/FP/320201060454537,MICRO IRRIGATION,Repair & maint of intrmediate & Lnk Drain for Comm,07-06-2018,3438,0,0,0,0  ,3438,
32007307126,Block Plantation of Horticulture Trees in fields for Halima Bibi at Sansad No -X,3216014001/IF/321002041018430,Plantation,Block Plantation-Hort-Trees in fields-Individuals,13-09-2019,955,0,0,0,0  ,955,
32007307257,Block Plantation of Horticulture Trees in fields for Mira Pailan at Sansad No -V,3216014001/IF/321002041018459,Plantation,Block Plantation-Hort-Trees in fields-Individuals,13-09-2019,955,0,0,0,0  ,955,
32007331397,Orchard Plantation of Beneficiary-MADHABI BHUINYA  at sansad No-XII,3216014001/IF/22012034657793,Orchard Plantation of Beneficiary-MADHABI BHUINYA at sansad No-XII,Line Plntation(Coast) - horti-trees (Individuals),24-08-2018,1910,0,0,0,0  ,1910,
32006677397,Desiltation of Micro Irrigation Cannel at sansad- VI ,3216014001/FP/320201060454370,MICRO IRRIGATION,Repair & maint of intrmediate & Lnk Drain for Comm,07-06-2018,3820,0,0,0,0  ,3820,
32007307140,Block Plantation of Horticulture Trees in fields for Kartick Singh at Sansad No -XI,3216014001/IF/321002041018432,Plantation,Block Plantation-Hort-Trees in fields-Individuals,13-09-2019,955,0,0,0,0  ,955,
32006677215,Gitanjali house OF SITA NASKAR AT SANSAD-I,3216014001/IF/321002040912606,RURAL HOUSING,Constr of State scheme House for Individuals,15-11-2018,17190,0,0,0,0  ,17190,
32006677168,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4287720,3216014001/IF/IAY/2922910,IAY,Constr of PMAY-G House for Individuals,08-09-2019,17340,0,0,0,0  ,17340,
32006106112,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2024581,3216014001/IF/IAY/2540708,RURAL HOUSING,Constr of PMAY-G House for Individuals,08-09-2019,17190,0,0,0,0  ,17190,
32006677189,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4438234,3216014001/IF/IAY/3392807,IAY,Constr of PMAY-G House for Individuals,27-02-2020,17340,0,0,0,0  ,17340,
32006677241,Gitanjali house of  RENUKA SARDAR AT SANSAD-V,3216014001/IF/321002040912625,RURAL HOUSING,Constr of State scheme House for Individuals,15-11-2018,17190,0,0,0,0  ,17190,
32006677345,updradationofirrigationchannelfrombalaishanatowardschimonterdangaatsansadxii,3216014001/IC/320201060471023,MICRO IRIGATION,Renovation of sub-minor Canal for Community,07-05-2020,283560,0,0,0,0  ,283560,
32007307456,Block Plantation of Horticulture Trees in fields for Fojlu Sekh at Sansad No -X,3216014001/IF/321002041018425,Plantation,Block Plantation-Hort-Trees in fields-Individuals,13-09-2019,444,0,0,0,0  ,444,
32006677382,Desiltation of Micro irrigation Channel at Sansad-II,3216014001/FP/320201060454547,MICRO IRRIGATION,Repair & maint of intrmediate & Lnk Drain for Comm,07-06-2018,1719,0,0,0,0  ,1719,
32006106070,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5395787,3216014001/IF/IAY/2540449,RURAL HOUSING,Constr of PMAY-G House for Individuals,08-09-2019,17190,0,0,0,0  ,17190,
32007308361,"Renovation of Traditional Water Bodies at Sansad No-I,II,V,VI,VII,X,XII",3216014001/WH/203030444456,Renovation of Traditional Water Bodies,Renovtion of Community Ponds for Comm,28-11-2019,146105,0,0,0,0  ,146105,
32006105962,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3503123,3216014001/IF/IAY/2858898,RURAL HOUSING,Constr of PMAY-G House for Individuals,03-10-2019,17190,0,0,0,0  ,17190,
32007308283,Block Plantation of Horticulture Trees in  Ashuti Abaitanik Prathamik Vidyalaya at Sansad No -VI,3216014001/DP/321002040904871,Plantaiton,Gov blding premises-Block Plantation-Horticulture,21-11-2019,7067,0,0,0,0  ,7067,
32006105950,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2704375,3216014001/IF/IAY/2858897,RURAL HOUSING,Constr of PMAY-G House for Individuals,03-10-2019,17190,0,0,0,0  ,17190,
32006106027,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2418382,3216014001/IF/IAY/2540479,RURAL HOUSING,Constr of PMAY-G House for Individuals,08-09-2019,17190,0,0,0,0  ,17190,
32006105921,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2875847,3216014001/IF/IAY/2858895,RURAL HOUSING,Constr of PMAY-G House for Individuals,22-10-2019,17190,0,0,0,0  ,17190,
32006105905,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3446144,3216014001/IF/IAY/2858894,RURAL HOUSING,Constr of PMAY-G House for Individuals,03-10-2019,17190,0,0,0,0  ,17190,
32006105888,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3694063,3216014001/IF/IAY/2540806,RURAL HOUSING,Constr of PMAY-G House for Individuals,08-09-2019,17190,0,0,0,0  ,17190,
