scheme_code,completion_date,scheme_name,completion_date,estimated_cost,estimated_material,expenditure_wage,expenditure_material,sanctiondate,wage_expense,semiskilled_expense,skilled_expense,material_expense,contingency_expense,total_expense,mandays
3214003007/IF/IAY/4193563,23-07-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5262376 ,23-07-2021,19380,0,18768,0,28-07-2020,18768,0,0,0,0  ,18768,
3214003007/IF/IAY/4193626,01-07-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2050822 ,01-07-2021,19380,0,18564,0,15-06-2020,18564,0,0,0,0  ,18564,
3214003007/IF/IAY/4193218,09-07-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1431440 ,09-07-2021,19380,0,19380,0,15-06-2020,19380,0,0,0,0  ,19380,
3214003007/IF/IAY/4193382,16-07-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5215857 ,16-07-2021,19380,0,19380,0,28-07-2020,19380,0,0,0,0  ,19380,
3214003007/IF/IAY/4193194,08-06-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1285741 ,08-06-2021,19380,0,19176,0,15-06-2020,19176,0,0,0,0  ,19176,
3214003007/IF/IAY/4193462,16-07-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5202455 ,16-07-2021,19380,0,19176,0,10-08-2020,19176,0,0,0,0  ,19176,
3214003007/IF/IAY/4193045,29-06-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2747891 ,29-06-2021,19380,0,18972,0,15-06-2020,18972,0,0,0,0  ,18972,
3214003007/IF/IAY/2907376,23-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3976789 ,23-06-2020,19380,0,18340,0,22-10-2019,18340,0,0,0,0  ,18340,
3214003007/IF/IAY/4193596,25-08-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1506192 ,25-08-2021,19380,0,19380,0,28-07-2020,19380,0,0,0,0  ,19380,
3214003007/IF/IAY/4192995,25-08-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4314829 ,25-08-2021,19380,0,19380,0,15-06-2020,19380,0,0,0,0  ,19380,
3214003007/IF/IAY/4193212,08-11-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3655042 ,08-11-2021,19380,0,18564,0,15-06-2020,18564,0,0,0,0  ,18564,
3214003007/IF/IAY/2066277,01-02-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3341744 ,01-02-2019,18145,0,17190,0,15-01-2018,17190,0,0,0,0  ,17190,
3214003007/IF/IAY/4192945,29-06-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2833710 ,29-06-2021,19380,0,19176,0,15-06-2020,19176,0,0,0,0  ,19176,
3214003007/IF/IAY/4192909,25-08-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1505989 ,25-08-2021,19380,0,19176,0,27-05-2020,19176,0,0,0,0  ,19176,
3214003007/IF/IAY/4193037,23-07-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4360770 ,23-07-2021,19380,0,18768,0,15-06-2020,18768,0,0,0,0  ,18768,
3214003007/IF/IAY/4192864,01-06-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5559214 ,01-06-2021,19380,0,17340,0,27-05-2020,17340,0,0,0,0  ,17340,
3214003007/IF/IAY/4192742,08-11-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2044505 ,08-11-2021,20235,0,18156,0,15-06-2020,18156,0,0,0,0  ,18156,
3214003007/IF/IAY/4192726,08-06-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4557218 ,08-06-2021,19380,0,19176,0,15-06-2020,19176,0,0,0,0  ,19176,
3214003007/IF/IAY/4192938,23-07-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2109458 ,23-07-2021,19380,0,18768,0,15-06-2020,18768,0,0,0,0  ,18768,
3214003007/IF/IAY/4192607,09-07-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5571030 ,09-07-2021,19380,0,19380,0,15-06-2020,19380,0,0,0,0  ,19380,
3214003007/IF/IAY/4192571,31-07-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5543466 ,31-07-2021,19380,0,19380,0,15-06-2020,19380,0,0,0,0  ,19380,
3214003007/IF/IAY/2061996,29-01-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3776671 ,29-01-2019,18145,0,17381,0,15-01-2018,17381,0,0,0,0  ,17381,
3214003007/IF/IAY/2062252,29-01-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4291260 ,29-01-2019,18145,0,18145,0,24-01-2018,18145,0,0,0,0  ,18145,
3214003007/IF/IAY/2061916,01-02-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3612195 ,01-02-2019,18145,0,8786,0,24-01-2018,8786,0,0,0,0  ,8786,
3214003007/IF/IAY/2061914,29-01-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3787369 ,29-01-2019,18145,0,17381,0,24-01-2018,17381,0,0,0,0  ,17381,
3214003007/IF/IAY/2061726,29-01-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4959824 ,29-01-2019,18145,0,17381,0,26-01-2018,17381,0,0,0,0  ,17381,
3214003007/IF/IAY/2061664,20-03-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4563701 ,20-03-2019,18145,0,17572,0,15-01-2018,17572,0,0,0,0  ,17572,
3214003007/IF/IAY/2061473,29-01-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1581448 ,29-01-2019,18145,0,18145,0,15-01-2018,18145,0,0,0,0  ,18145,
3214003007/IF/IAY/4192699,31-07-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5231042 ,31-07-2021,19380,0,18360,0,15-06-2020,18360,0,0,0,0  ,18360,
3214003007/IF/IAY/2061327,20-03-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2724562 ,20-03-2019,18145,0,17190,0,15-01-2018,17190,0,0,0,0  ,17190,
3214003007/IF/IAY/2061223,29-01-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2943714 ,29-01-2019,18145,0,17381,0,15-01-2018,17381,0,0,0,0  ,17381,
3214003007/IF/IAY/4192931,08-08-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2111307 ,08-08-2021,19380,0,18972,0,15-06-2020,18972,0,0,0,0  ,18972,
3214003007/IF/IAY/2907349,09-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1552764 ,09-07-2020,19380,0,18162,0,22-10-2019,18162,0,0,0,0  ,18162,
3214003007/IF/IAY/4192961,31-07-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3412222 ,31-07-2021,19380,0,18360,0,27-05-2020,18360,0,0,0,0  ,18360,
3214003007/IF/IAY/2907356,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5578435 ,05-07-2020,19380,0,18288,0,24-09-2019,18288,0,0,0,0  ,18288,
3214003007/IF/IAY/1830645,18-07-2018,Construction of IAY House -IAY REG. NO. WB5710717 ,18-07-2018,17100,0,17640,0,29-06-2017,17640,0,0,0,0  ,17640,
3214003007/IF/IAY/1917257,18-07-2018,Construction of IAY House -IAY REG. NO. WB2724571 ,18-07-2018,17100,0,17036,0,29-06-2017,17036,0,0,0,0  ,17036,
3214003007/IF/IAY/2061430,29-01-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5251531 ,29-01-2019,18145,0,17381,0,15-01-2018,17381,0,0,0,0  ,17381,
3214003007/IF/IAY/1830261,11-01-2019,Construction of IAY House -IAY REG. NO. WB4447083 ,11-01-2019,17100,0,16879,0,29-06-2017,16879,0,0,0,0  ,16879,
3214003007/IF/IAY/1830175,18-07-2018,Construction of IAY House -IAY REG. NO. WB2613434 ,18-07-2018,17100,0,16993,0,29-06-2017,16993,0,0,0,0  ,16993,
3214003007/IF/IAY/1830162,11-01-2019,Construction of IAY House -IAY REG. NO. WB3491817 ,11-01-2019,17100,0,17572,0,29-06-2017,17572,0,0,0,0  ,17572,
3214003007/IF/IAY/1830123,18-07-2018,Construction of IAY House -IAY REG. NO. WB3421153 ,18-07-2018,17100,0,16839,0,29-06-2017,16839,0,0,0,0  ,16839,
3214003007/IF/IAY/1830373,18-07-2018,Construction of IAY House -IAY REG. NO. WB4567098 ,18-07-2018,17100,0,16839,0,29-06-2017,16839,0,0,0,0  ,16839,
3214003007/IF/IAY/2061109,29-01-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3764296 ,29-01-2019,18145,0,17381,0,24-01-2018,17381,0,0,0,0  ,17381,
3214003007/IF/IAY/1829998,18-07-2018,Construction of IAY House -IAY REG. NO. WB3183119 ,18-07-2018,17100,0,16839,0,29-06-2017,16839,0,0,0,0  ,16839,
3214003007/IF/IAY/1830722,11-01-2019,Construction of IAY House -IAY REG. NO. WB5578861 ,11-01-2019,17100,0,17073,0,29-06-2017,17073,0,0,0,0  ,17073,
3214003007/IF/IAY/1829988,11-01-2019,Construction of IAY House -IAY REG. NO. WB2900089 ,11-01-2019,17100,0,16919,0,29-06-2017,16919,0,0,0,0  ,16919,
3214003007/IF/IAY/2907231,12-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3791256 ,12-06-2020,19380,0,18756,0,22-10-2019,18756,0,0,0,0  ,18756,
3214003007/IF/IAY/1830039,18-07-2018,Construction of IAY House -IAY REG. NO. WB3127476 ,18-07-2018,17100,0,16765,0,29-06-2017,16765,0,0,0,0  ,16765,
3214003007/IF/IAY/2907215,28-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4365988 ,28-06-2020,19380,0,17203,0,24-09-2019,17203,0,0,0,0  ,17203,
3214003007/IF/IAY/1830105,01-02-2019,Construction of IAY House -IAY REG. NO. WB2909764 ,01-02-2019,17100,0,17455,0,29-06-2017,17455,0,0,0,0  ,17455,
3214003007/IF/IAY/2907181,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5731986 ,05-07-2020,19380,0,18340,0,24-09-2019,18340,0,0,0,0  ,18340,
3214003007/IF/IAY/1830416,11-01-2019,Construction of IAY House -IAY REG. NO. WB3793659 ,11-01-2019,17100,0,16919,0,29-06-2017,16919,0,0,0,0  ,16919,
3214003007/IF/IAY/2907196,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4047235 ,05-07-2020,19380,0,18964,0,24-09-2019,18964,0,0,0,0  ,18964,
3214003007/IF/IAY/4192714,23-07-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1552082 ,23-07-2021,19380,0,18768,0,15-06-2020,18768,0,0,0,0  ,18768,
3214003007/IF/IAY/2907179,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5461649 ,05-07-2020,19380,0,18548,0,24-09-2019,18548,0,0,0,0  ,18548,
3214003007/IF/IAY/2907156,12-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3977014 ,12-06-2020,19380,0,19120,0,22-10-2019,19120,0,0,0,0  ,19120,
3214003007/IF/IAY/2907147,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5376887 ,05-07-2020,19380,0,18340,0,24-09-2019,18340,0,0,0,0  ,18340,
3214003007/IF/IAY/2907143,12-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3830576 ,12-06-2020,19380,0,19120,0,22-10-2019,19120,0,0,0,0  ,19120,
3214003007/IF/IAY/2907218,09-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5595761 ,09-07-2020,19380,0,18405,0,24-09-2019,18405,0,0,0,0  ,18405,
3214003007/IF/IAY/2907166,12-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3976888 ,12-06-2020,19380,0,18873,0,22-10-2019,18873,0,0,0,0  ,18873,
3214003007/IF/IAY/2907097,17-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3995612 ,17-06-2020,19380,0,19380,0,22-10-2019,19380,0,0,0,0  ,19380,
3214003007/IF/IAY/1830707,18-07-2018,Construction of IAY House -IAY REG. NO. WB5602141 ,18-07-2018,17100,0,16956,0,29-06-2017,16956,0,0,0,0  ,16956,
3214003007/IF/IAY/2907052,23-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3923174 ,23-06-2020,19380,0,17952,0,22-10-2019,17952,0,0,0,0  ,17952,
3214003007/IF/IAY/2655974,17-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3989060 ,17-06-2020,19380,0,18964,0,24-09-2019,18964,0,0,0,0  ,18964,
3214003007/IF/IAY/2907059,12-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3777693 ,12-06-2020,19380,0,18816,0,22-10-2019,18816,0,0,0,0  ,18816,
3214003007/IF/IAY/2907110,12-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3777646 ,12-06-2020,19380,0,18444,0,22-10-2019,18444,0,0,0,0  ,18444,
3214003007/IF/IAY/2655961,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4610646 ,05-07-2020,19380,0,18340,0,24-09-2019,18340,0,0,0,0  ,18340,
3214003007/IF/IAY/2907178,28-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5574262 ,28-06-2020,19380,0,18374,0,24-09-2019,18374,0,0,0,0  ,18374,
3214003007/IF/IAY/2655954,02-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3020156 ,02-08-2020,19380,0,19176,0,24-09-2019,19176,0,0,0,0  ,19176,
3214003007/IF/IAY/2655953,12-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3976929 ,12-06-2020,19380,0,16847,0,24-09-2019,16847,0,0,0,0  ,16847,
3214003007/IF/IAY/2655964,12-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3828851 ,12-06-2020,19380,0,18548,0,24-09-2019,18548,0,0,0,0  ,18548,
3214003007/IF/IAY/2655958,09-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3764303 ,09-06-2020,19380,0,18483,0,24-09-2019,18483,0,0,0,0  ,18483,
3214003007/IF/IAY/4192558,06-07-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2113951 ,06-07-2021,19380,0,19380,0,27-05-2020,19380,0,0,0,0  ,19380,
3214003007/IF/IAY/2907192,09-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2230346 ,09-07-2020,19380,0,17954,0,22-10-2019,17954,0,0,0,0  ,17954,
3214003007/IF/IAY/4192523,23-10-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3468347 ,23-10-2021,19380,0,18564,0,15-06-2020,18564,0,0,0,0  ,18564,
3214003007/IF/IAY/2655967,09-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3399737 ,09-07-2020,19380,0,18548,0,24-09-2019,18548,0,0,0,0  ,18548,
3214003007/IF/IAY/2907103,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4268868 ,05-07-2020,19380,0,18522,0,24-09-2019,18522,0,0,0,0  ,18522,
3214003007/IF/IAY/4192414,25-08-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5552518 ,25-08-2021,19380,0,19380,0,15-06-2020,19380,0,0,0,0  ,19380,
3214003007/IF/IAY/4192361,20-06-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5455501 ,20-06-2021,20235,0,18564,0,15-06-2020,18564,0,0,0,0  ,18564,
3214003007/IF/IAY/4192439,23-07-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2041922 ,23-07-2021,19380,0,18768,0,15-06-2020,18768,0,0,0,0  ,18768,
3214003007/IF/IAY/4111982,08-11-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2857475 ,08-11-2021,19380,0,18564,0,24-09-2019,18564,0,0,0,0  ,18564,
3214003007/IF/IAY/4192382,31-07-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3153133 ,31-07-2021,19380,0,19380,0,05-06-2020,19380,0,0,0,0  ,19380,
3214003007/IF/IAY/4111981,11-03-2022,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4383958 ,11-03-2022,19380,0,13872,0,24-09-2019,13872,0,0,0,0  ,13872,
3214003007/IF/IAY/4192306,25-08-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5525006 ,25-08-2021,19380,0,18768,0,27-05-2020,18768,0,0,0,0  ,18768,
3214003007/IF/IAY/4111979,19-06-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5327934 ,19-06-2021,19380,0,19380,0,24-09-2019,19380,0,0,0,0  ,19380,
3214003007/IF/IAY/4111978,20-06-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3967550 ,20-06-2021,19380,0,18564,0,22-10-2019,18564,0,0,0,0  ,18564,
3214003007/IF/IAY/4111983,10-03-2022,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5558697 ,10-03-2022,19380,0,15300,0,24-09-2019,15300,0,0,0,0  ,15300,
3214003007/IF/IAY/3368655,22-05-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2115779 ,22-05-2021,19380,0,19380,0,01-03-2020,19380,0,0,0,0  ,19380,
3214003007/IF/IAY/2655821,08-12-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1293542 ,08-12-2021,19380,0,16728,0,24-09-2019,16728,0,0,0,0  ,16728,
3214003007/IF/IAY/2907205,28-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5590209 ,28-06-2020,19380,0,18353,0,24-09-2019,18353,0,0,0,0  ,18353,
3214003007/IF/IAY/2655786,13-11-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1232452 ,13-11-2021,19380,0,19176,0,24-09-2019,19176,0,0,0,0  ,19176,
3214003007/IF/IAY/2655715,31-07-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1178782 ,31-07-2021,19380,0,18564,0,24-09-2019,18564,0,0,0,0  ,18564,
3214003007/IF/IAY/2655578,25-08-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5464536 ,25-08-2021,19380,0,18972,0,24-09-2019,18972,0,0,0,0  ,18972,
3214003007/IF/IAY/2655590,25-05-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4258286 ,25-05-2021,19380,0,19380,0,24-09-2019,19380,0,0,0,0  ,19380,
3214003007/IF/IAY/2655657,13-11-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4506289 ,13-11-2021,19380,0,18768,0,24-09-2019,18768,0,0,0,0  ,18768,
3214003007/IF/IAY/4192311,20-06-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1414803 ,20-06-2021,19380,0,18564,0,15-06-2020,18564,0,0,0,0  ,18564,
3214003007/IF/IAY/2655579,29-03-2022,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4047180 ,29-03-2022,19380,0,6528,0,24-09-2019,6528,0,0,0,0  ,6528,
3214003007/IF/IAY/1829955,18-07-2018,Construction of IAY House -IAY REG. NO. WB3337050 ,18-07-2018,17100,0,16919,0,29-06-2017,16919,0,0,0,0  ,16919,
3214003007/IF/IAY/4192513,08-11-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3453818 ,08-11-2021,20235,0,19380,0,15-06-2020,19380,0,0,0,0  ,19380,
3214003007/IF/IAY/1829864,20-03-2019,Construction of IAY House -IAY REG. NO. WB1408861 ,20-03-2019,17100,0,17036,0,29-06-2017,17036,0,0,0,0  ,17036,
3214003007/IF/IAY/1829901,20-03-2019,Construction of IAY House -IAY REG. NO. WB1296029 ,20-03-2019,17100,0,17036,0,29-06-2017,17036,0,0,0,0  ,17036,
3214003007/IF/IAY/1829807,18-07-2018,Construction of IAY House -IAY REG. NO. WB2229465 ,18-07-2018,17100,0,16956,0,29-06-2017,16956,0,0,0,0  ,16956,
3214003007/IF/IAY/4111980,19-06-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5611849 ,19-06-2021,19380,0,18768,0,24-09-2019,18768,0,0,0,0  ,18768,
3214003007/IF/IAY/1829800,18-07-2018,Construction of IAY House -IAY REG. NO. WB1616082 ,18-07-2018,17100,0,18102,0,29-06-2017,18102,0,0,0,0  ,18102,
3214003007/IF/IAY/1829804,11-01-2019,Construction of IAY House -IAY REG. NO. WB1318906 ,11-01-2019,17100,0,16919,0,29-06-2017,16919,0,0,0,0  ,16919,
3214003007/IF/IAY/1829897,11-01-2019,Construction of IAY House -IAY REG. NO. WB1583042 ,11-01-2019,17100,0,17227,0,29-06-2017,17227,0,0,0,0  ,17227,
3214003007/IF/IAY/1829778,11-01-2019,Construction of IAY House -IAY REG. NO. WB1350849 ,11-01-2019,17100,0,17455,0,29-06-2017,17455,0,0,0,0  ,17455,
3214003007/IF/IAY/4192527,23-07-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2040975 ,23-07-2021,19380,0,18564,0,15-06-2020,18564,0,0,0,0  ,18564,
3214003007/IF/IAY/1829809,01-02-2019,Construction of IAY House -IAY REG. NO. WB1524027 ,01-02-2019,17100,0,16845,0,29-06-2017,16845,0,0,0,0  ,16845,
3214003007/IF/IAY/1829771,11-01-2019,Construction of IAY House -IAY REG. NO. WB1320349 ,11-01-2019,17100,0,16919,0,29-06-2017,16919,0,0,0,0  ,16919,
3214003007/IF/IAY/1354710,18-07-2018,Construction of IAY House -IAY REG. NO. WB4051725 ,18-07-2018,17100,0,15480,0,06-03-2017,15480,0,0,0,0  ,15480,
3214003007/IF/IAY/1829908,11-01-2019,Construction of IAY House -IAY REG. NO. WB2298636 ,11-01-2019,17100,0,16919,0,29-06-2017,16919,0,0,0,0  ,16919,
3214003007/IF/IAY/1341814,18-07-2018,Construction of IAY House -IAY REG. NO. WB4079733 ,18-07-2018,17100,0,10594,0,06-03-2017,10594,0,0,0,0  ,10594,
3214003007/IF/IAY/1341278,18-07-2018,Construction of IAY House -IAY REG. NO. WB3600689 ,18-07-2018,17100,0,13860,0,28-03-2017,13860,0,0,0,0  ,13860,
3214003007/IF/IAY/1335997,18-07-2018,Construction of IAY House -IAY REG. NO. WB1680939 ,18-07-2018,17100,0,16920,0,06-03-2017,16920,0,0,0,0  ,16920,
3214003007/IF/IAY/1335945,18-07-2018,Construction of IAY House -IAY REG. NO. WB1669705 ,18-07-2018,17100,0,16380,0,06-03-2017,16380,0,0,0,0  ,16380,
3214003007/IF/IAY/1335392,19-07-2018,Construction of IAY House -IAY REG. NO. WB1580203 ,19-07-2018,17100,0,16534,0,28-03-2017,16534,0,0,0,0  ,16534,
3214003007/IF/IAY/1329805,18-07-2018,Construction of IAY House -IAY REG. NO. WB5398240 ,18-07-2018,17100,0,12677,0,28-03-2017,12677,0,0,0,0  ,12677,
3214003007/IF/IAY/2655949,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2900324 ,05-07-2020,19380,0,18340,0,24-09-2019,18340,0,0,0,0  ,18340,
3214003007/IF/IAY/2655946,23-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3997539 ,23-06-2020,19380,0,18097,0,24-09-2019,18097,0,0,0,0  ,18097,
3214003007/IF/IAY/2655947,23-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3997510 ,23-06-2020,19380,0,18288,0,24-09-2019,18288,0,0,0,0  ,18288,
3214003007/IF/IAY/1344872,11-01-2019,Construction of IAY House -IAY REG. NO. WB1348001 ,11-01-2019,17100,0,16380,0,06-03-2017,16380,0,0,0,0  ,16380,
3214003007/IF/IAY/2655943,17-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3977824 ,17-06-2020,19380,0,19380,0,24-09-2019,19380,0,0,0,0  ,19380,
3214003007/IF/IAY/1341759,18-07-2018,Construction of IAY House -IAY REG. NO. WB3995452 ,18-07-2018,17100,0,17100,0,06-03-2017,17100,0,0,0,0  ,17100,
3214003007/IF/IAY/2655945,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1410062 ,05-07-2020,19380,0,18162,0,24-09-2019,18162,0,0,0,0  ,18162,
3214003007/IF/IAY/2655942,17-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3993621 ,17-06-2020,19380,0,18717,0,24-09-2019,18717,0,0,0,0  ,18717,
3214003007/IF/IAY/2655933,23-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2655291 ,23-07-2020,19380,0,18288,0,24-09-2019,18288,0,0,0,0  ,18288,
3214003007/IF/IAY/2655931,28-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2815454 ,28-06-2020,19380,0,16451,0,24-09-2019,16451,0,0,0,0  ,16451,
3214003007/IF/IAY/2655941,12-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3968176 ,12-06-2020,19380,0,18275,0,24-09-2019,18275,0,0,0,0  ,18275,
3214003007/IF/IAY/2655926,12-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3963053 ,12-06-2020,19380,0,19380,0,24-09-2019,19380,0,0,0,0  ,19380,
3214003007/IF/IAY/1356029,11-01-2019,Construction of IAY House -IAY REG. NO. WB5120420 ,11-01-2019,17100,0,17100,0,06-03-2017,17100,0,0,0,0  ,17100,
3214003007/IF/IAY/2655938,23-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3300695 ,23-07-2020,19380,0,13056,0,24-09-2019,13056,0,0,0,0  ,13056,
3214003007/IF/IAY/1829948,01-02-2019,Construction of IAY House -IAY REG. NO. WB2895071 ,01-02-2019,17100,0,17227,0,29-06-2017,17227,0,0,0,0  ,17227,
3214003007/IF/IAY/2655922,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3205709 ,05-07-2020,19380,0,18548,0,24-09-2019,18548,0,0,0,0  ,18548,
3214003007/IF/IAY/2655908,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1260796 ,05-07-2020,19380,0,18548,0,24-09-2019,18548,0,0,0,0  ,18548,
3214003007/IF/IAY/2655911,17-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3993128 ,17-06-2020,19380,0,19380,0,24-09-2019,19380,0,0,0,0  ,19380,
3214003007/IF/IAY/2655927,12-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3967621 ,12-06-2020,19380,0,18964,0,24-09-2019,18964,0,0,0,0  ,18964,
3214003007/IF/IAY/2655902,12-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3966199 ,12-06-2020,19380,0,18361,0,24-09-2019,18361,0,0,0,0  ,18361,
3214003007/IF/IAY/2655892,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2895078 ,05-07-2020,19380,0,18457,0,24-09-2019,18457,0,0,0,0  ,18457,
