assetid,assetname,classofasset,schemename,schemecode,sanctiondate,wage,semiskilled,skilled,material,Total Material,contingency,total,mandays
32003780284,iay(Machu bibi Sekh),Houses (State Scheme),Construction of IAY Building of MACHHU BIBI SEKH  at Sansad No-XVIII,3201010001/IF/22012034548326,20-09-2017,17947,0,0,0,0,0  ,17947,
32003780554,Gitanjali(Shyamsundar Biswas),Houses (State Scheme),Construction of Gitanjali Buiilding of  Shyamsundar Biswas/Shamshan(7110) at sansad-11,3201010001/IF/22012034555643,14-07-2017,17940,0,0,0,0,0  ,17940,
32003780516,Gitanjali(Kajal GHarai),Houses (State Scheme),Construction of Gitanjali Buiilding of  KAJAL GARAI/BISHNUPADA(2748) at sansad-13,3201010001/IF/22012034555637,02-06-2017,16985,0,0,0,0,0  ,16985,
32003780633,Gitanjali(Meghnath Ghosh),Houses (State Scheme),Construction of Gitanjali Buiilding of  MEGHNATH GHOSH/BALAI(4687) at sansad-12,3201010001/IF/22012034555652,14-07-2017,16985,0,0,0,0,0  ,16985,
32003770033,iay,Houses (State Scheme),Construction of IAY Building of Individual beneficiaries (SUFIYA BIBI SEKH) at Belpukur G.P. sansad-X,3201010001/IF/22012034363023,25-05-2016,15659,0,0,0,0,0  ,15659,
32003780603,Gitanjali(Bijay Ghosh),Houses (State Scheme),Construction of Gitanjali Buiilding of  BIJOY GHOSH/SRIKANTA(1461) at sansad-12,3201010001/IF/22012034555647,14-07-2017,16985,0,0,0,0,0  ,16985,
32003780370,iay(Jagadish Ghosh),Houses (State Scheme),Construction of IAY Building of JAGADISH GHOSH at Sansad No-V,3201010001/IF/22012034548342,20-09-2017,16280,0,0,0,0,0  ,16280,
32002190683,IAY HOUSE,IAY Houses,CONSTRUCTION OF IAY INDIVIDUAL BENEFICIARY AT BELPUKUR SANSAD -I(P-3),3201010001/IF/34041049791,03-11-2015,15728,0,0,0,0,0  ,15728,
32003780792,iay(Arjun ghosh),Houses (State Scheme),Construction of IAY Building of ARJUN GHOSH at Sansad No-XIX,3201010001/IF/22012034563911,28-10-2017,19145,0,0,0,0,0  ,19145,
32003780905,Gitanjali(Sarjina bibi),Houses (State Scheme),"Construction of GITANJALI building of Sarjina Bibi, W/O- Tahir Ali Sk at sansad-3",3201010001/IF/22012034563953,28-10-2017,16985,0,0,0,0,0  ,16985,
32003781104,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB3178343,3201010001/IF/IAY/1002580,02-02-2017,16313,0,0,0,0,0  ,16313,
32003780872,Gitanjali(Kalachand pal),Houses (State Scheme),"Construction of GITANJALI building of Kalachand Pal, S/O- Gyostobihari Pal at sansad-10",3201010001/IF/22012034563944,28-10-2017,16919,0,0,0,0,0  ,16919,
32003781130,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1338298,3201010001/IF/IAY/1018412,12-02-2017,15917,0,0,0,0,0  ,15917,
32003781180,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1101793,3201010001/IF/IAY/1160059,28-03-2017,15454,0,0,0,0,0  ,15454,
32003781216,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1119001,3201010001/IF/IAY/1161558,28-03-2017,15917,0,0,0,0,0  ,15917,
32003781161,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB2095706,3201010001/IF/IAY/1028755,09-02-2017,16534,0,0,0,0,0  ,16534,
32002190662,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARY (PARUL MAHANTA) AT SANSAD-XV,3201010001/IF/22012034350655,25-06-2016,15484,0,0,0,0,0  ,15484,
32003781273,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1320020,3201010001/IF/IAY/1176235,28-03-2017,15737,0,0,0,0,0  ,15737,
32003780756,Tube well Soak pit(Farid Sekh),Compost Pit,Construction of Tube well platform with Soak Pit and Compost pit of PMAY(G) building of  FARID SK[WB1668408] at sansad-14,3201010001/IF/22012034562738,27-10-2017,720,0,0,0,0,0  ,720,
32003781337,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1324395,3201010001/IF/IAY/1176564,28-03-2017,16255,0,0,0,0,0  ,16255,
32003781246,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1229639,3201010001/IF/IAY/1170111,12-02-2017,16255,0,0,0,0,0  ,16255,
32003781432,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1631706,3201010001/IF/IAY/1192755,28-03-2017,15917,0,0,0,0,0  ,15917,
32003781080,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB2509889,3201010001/IF/IAY/1001266,02-02-2017,16277,0,0,0,0,0  ,16277,
32003781560,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1651930,3201010001/IF/IAY/1193726,28-03-2017,15454,0,0,0,0,0  ,15454,
32003781626,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1665566,3201010001/IF/IAY/1194372,28-03-2017,16027,0,0,0,0,0  ,16027,
32003781726,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB2097117,3201010001/IF/IAY/1211796,03-04-2017,15924,0,0,0,0,0  ,15924,
32003781656,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1675073,3201010001/IF/IAY/1194742,12-02-2017,16343,0,0,0,0,0  ,16343,
32003781811,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1676747,3201010001/IF/IAY/1323340,28-03-2017,15230,0,0,0,0,0  ,15230,
32003781500,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1637484,3201010001/IF/IAY/1193037,28-03-2017,16056,0,0,0,0,0  ,16056,
32003781950,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1671013,3201010001/IF/IAY/1346555,28-03-2017,16067,0,0,0,0,0  ,16067,
32003781855,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1677472,3201010001/IF/IAY/1335983,28-03-2017,16541,0,0,0,0,0  ,16541,
32003781779,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1668408,3201010001/IF/IAY/1323317,28-03-2017,16655,0,0,0,0,0  ,16655,
32003782032,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1668822,3201010001/IF/IAY/1352722,28-03-2017,15498,0,0,0,0,0  ,15498,
32003782071,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1284496,3201010001/IF/IAY/1357237,12-02-2017,15366,0,0,0,0,0  ,15366,
32003781988,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1677609,3201010001/IF/IAY/1346584,28-03-2017,16163,0,0,0,0,0  ,16163,
32003782164,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1477920,3201010001/IF/IAY/1357577,28-03-2017,16541,0,0,0,0,0  ,16541,
32003781901,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1578166,3201010001/IF/IAY/1346035,28-03-2017,16151,0,0,0,0,0  ,16151,
32003782343,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1632362,3201010001/IF/IAY/1357830,28-03-2017,15660,0,0,0,0,0  ,15660,
32003782595,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1677732,3201010001/IF/IAY/1357896,28-03-2017,16475,0,0,0,0,0  ,16475,
32003782657,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1680740,3201010001/IF/IAY/1357904,28-03-2017,15737,0,0,0,0,0  ,15737,
32003783003,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1680771,3201010001/IF/IAY/1357905,28-03-2017,15737,0,0,0,0,0  ,15737,
32003780955,Gitanjali(Arati Mondal),Houses (State Scheme),"Construction of GITANJALI building of Arati Mondal, W/O- Saktidhar Mondal at sansad-5",3201010001/IF/22012034563958,28-10-2017,17099,0,0,0,0,0  ,17099,
32003782293,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1629109,3201010001/IF/IAY/1357828,02-02-2017,17315,0,0,0,0,0  ,17315,
32003782201,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1510409,3201010001/IF/IAY/1357661,12-02-2017,16097,0,0,0,0,0  ,16097,
32003783040,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB2145355,3201010001/IF/IAY/1359187,28-03-2017,16453,0,0,0,0,0  ,16453,
32003783293,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB2146953,3201010001/IF/IAY/1359192,28-03-2017,16787,0,0,0,0,0  ,16787,
32003781042,iay(Chhanda Ghosh),Houses (State Scheme),Construction of IAY Building of CHHANDA GHOSH  at Sansad No-IV,3201010001/IF/22012034589141,14-07-2017,15339,0,0,0,0,0  ,15339,
32003783223,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB2146937,3201010001/IF/IAY/1359191,28-03-2017,15869,0,0,0,0,0  ,15869,
32003783327,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB2366230,3201010001/IF/IAY/1359542,12-02-2017,16655,0,0,0,0,0  ,16655,
32003783150,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB2145494,3201010001/IF/IAY/1359188,28-03-2017,16266,0,0,0,0,0  ,16266,
32003780112,Gitanjali,Houses (State Scheme),Const. of GITANJALI Building of individual Beneficiaries at Belpukur Sansad No.IX,3201010001/IF/22012034520802,02-06-2017,16721,0,0,0,0,0  ,16721,
32003783691,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB3444783,3201010001/IF/IAY/1360207,28-03-2017,15623,0,0,0,0,0  ,15623,
32003783432,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB3302494,3201010001/IF/IAY/1360121,03-04-2017,15623,0,0,0,0,0  ,15623,
32003783792,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB3473646,3201010001/IF/IAY/1360221,28-03-2017,16585,0,0,0,0,0  ,16585,
32003784138,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1311683,3201010001/IF/IAY/1369043,28-03-2017,15737,0,0,0,0,0  ,15737,
32003784670,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1625574,3201010001/IF/IAY/1373322,09-02-2017,16097,0,0,0,0,0  ,16097,
32003786770,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1682081,3201010001/IF/IAY/1449883,05-08-2017,16409,0,0,0,0,0  ,16409,
32003783870,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB3778073,3201010001/IF/IAY/1360388,28-03-2017,15935,0,0,0,0,0  ,15935,
32003786793,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1686425,3201010001/IF/IAY/1449982,05-08-2017,16596,0,0,0,0,0  ,16596,
32003786825,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1687715,3201010001/IF/IAY/1450008,05-08-2017,16530,0,0,0,0,0  ,16530,
32003784102,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB3840294,3201010001/IF/IAY/1360427,03-04-2017,16453,0,0,0,0,0  ,16453,
32003786735,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1649473,3201010001/IF/IAY/1449108,05-08-2017,16032,0,0,0,0,0  ,16032,
32003782402,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1677622,3201010001/IF/IAY/1357895,28-03-2017,16475,0,0,0,0,0  ,16475,
32003786982,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1767501,3201010001/IF/IAY/1451693,05-08-2017,16919,0,0,0,0,0  ,16919,
32003783646,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB3435435,3201010001/IF/IAY/1360203,28-03-2017,16376,0,0,0,0,0  ,16376,
32003787278,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1849437,3201010001/IF/IAY/1453490,13-08-2017,16717,0,0,0,0,0  ,16717,
32003786897,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1723880,3201010001/IF/IAY/1450852,13-08-2017,12192,0,0,0,0,0  ,12192,
32003787009,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1820491,3201010001/IF/IAY/1452800,13-08-2017,15575,0,0,0,0,0  ,15575,
32003783831,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB3637127,3201010001/IF/IAY/1360320,27-02-2017,16409,0,0,0,0,0  ,16409,
32003787444,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1869676,3201010001/IF/IAY/1494560,25-08-2017,16908,0,0,0,0,0  ,16908,
32003786924,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1764931,3201010001/IF/IAY/1451620,05-08-2017,16640,0,0,0,0,0  ,16640,
32003787496,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1874693,3201010001/IF/IAY/1494608,05-08-2017,15821,0,0,0,0,0  ,15821,
32003787369,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1724041,3201010001/IF/IAY/1465273,05-08-2017,16919,0,0,0,0,0  ,16919,
32003787403,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1867999,3201010001/IF/IAY/1466441,05-08-2017,15384,0,0,0,0,0  ,15384,
32003787649,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1779549,3201010001/IF/IAY/1549206,25-08-2017,15971,0,0,0,0,0  ,15971,
32003787568,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1724484,3201010001/IF/IAY/1548985,25-08-2017,17014,0,0,0,0,0  ,17014,
32003787316,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1083922,3201010001/IF/IAY/1461033,13-08-2017,16335,0,0,0,0,0  ,16335,
32003787717,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB3866514,3201010001/IF/IAY/1562132,25-08-2017,15443,0,0,0,0,0  ,15443,
32003805985,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1677231,3201010001/IF/IAY/1346581,28-03-2017,16163,0,0,0,0,0  ,16163,
32003805993,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB3807627,3201010001/IF/IAY/1360407,03-04-2017,15623,0,0,0,0,0  ,15623,
32003783735,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB3460190,3201010001/IF/IAY/1360217,28-03-2017,16651,0,0,0,0,0  ,16651,
32003805999,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1498555,3201010001/IF/IAY/1370604,12-02-2017,17749,0,0,0,0,0  ,17749,
32003787060,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1849436,3201010001/IF/IAY/1453489,05-08-2017,16985,0,0,0,0,0  ,16985,
32003806037,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1705758,3201010001/IF/IAY/1578043,25-08-2017,16361,0,0,0,0,0  ,16361,
32003806019,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB4960181,3201010001/IF/IAY/1570842,05-08-2017,16464,0,0,0,0,0  ,16464,
32003806049,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1849305,3201010001/IF/IAY/1579379,05-08-2017,16985,0,0,0,0,0  ,16985,
32003806053,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB5134713,3201010001/IF/IAY/1608685,05-08-2017,16860,0,0,0,0,0  ,16860,
32003806067,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB5007934,3201010001/IF/IAY/1634174,05-08-2017,16475,0,0,0,0,0  ,16475,
32003806009,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB4925410,3201010001/IF/IAY/1570287,13-08-2017,16662,0,0,0,0,0  ,16662,
32003806062,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1334709,3201010001/IF/IAY/1613710,05-08-2017,16188,0,0,0,0,0  ,16188,
32003806076,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB5426920,3201010001/IF/IAY/1636342,05-08-2017,16860,0,0,0,0,0  ,16860,
32003787682,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1849433,3201010001/IF/IAY/1549601,05-08-2017,16860,0,0,0,0,0  ,16860,
32003806088,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB5664229,3201010001/IF/IAY/1639425,05-08-2017,16783,0,0,0,0,0  ,16783,
32003787522,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1864900,3201010001/IF/IAY/1511673,05-08-2017,16655,0,0,0,0,0  ,16655,
32003806127,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1658514,3201010001/IF/IAY/1849179,13-08-2017,16122,0,0,0,0,0  ,16122,
32003806094,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1525256,3201010001/IF/IAY/1849155,25-08-2017,16085,0,0,0,0,0  ,16085,
32003783393,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB2581864,3201010001/IF/IAY/1359667,28-03-2017,16464,0,0,0,0,0  ,16464,
32003806162,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1477927,3201010001/IF/IAY/1849233,13-08-2017,16794,0,0,0,0,0  ,16794,
32003806154,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1829743,3201010001/IF/IAY/1849231,13-08-2017,16768,0,0,0,0,0  ,16768,
32003783601,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB3434353,3201010001/IF/IAY/1360202,28-03-2017,16541,0,0,0,0,0  ,16541,
32003806187,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1851289,3201010001/IF/IAY/1890338,25-08-2017,15971,0,0,0,0,0  ,15971,
32003806195,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB2597388,3201010001/IF/IAY/1894153,05-08-2017,16188,0,0,0,0,0  ,16188,
32003806179,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1659559,3201010001/IF/IAY/1889015,13-08-2017,15905,0,0,0,0,0  ,15905,
32003806144,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1844943,3201010001/IF/IAY/1849217,25-08-2017,16445,0,0,0,0,0  ,16445,
32003806244,iay,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1950356,3201010001/IF/IAY/2018644,11-02-2018,15089,0,0,0,0,0  ,15089,
32003806378,iay,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1850754,3201010001/IF/IAY/2049344,25-01-2018,16235,0,0,0,0,0  ,16235,
32003806401,pmay,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1939320,3201010001/IF/IAY/2114569,11-02-2018,15280,0,0,0,0,0  ,15280,
32003806477,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1951669,3201010001/IF/IAY/947188,12-01-2017,16255,0,0,0,0,0  ,16255,
32003806136,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1668697,3201010001/IF/IAY/1849215,13-08-2017,16860,0,0,0,0,0  ,16860,
32003806528,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1113078,3201010001/IF/IAY/950269,23-01-2017,15884,0,0,0,0,0  ,15884,
32003806504,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1080893,3201010001/IF/IAY/949378,12-01-2017,15773,0,0,0,0,0  ,15773,
32003806492,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB2097113,3201010001/IF/IAY/947517,14-01-2017,16277,0,0,0,0,0  ,16277,
32003806459,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1689286,3201010001/IF/IAY/946267,14-01-2017,16255,0,0,0,0,0  ,16255,
32003806542,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1125069,3201010001/IF/IAY/950564,14-01-2017,15480,0,0,0,0,0  ,15480,
32003806555,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1127344,3201010001/IF/IAY/950626,12-01-2017,16354,0,0,0,0,0  ,16354,
32003806589,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1283071,3201010001/IF/IAY/955436,12-01-2017,16534,0,0,0,0,0  ,16534,
32003806613,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1484209,3201010001/IF/IAY/960381,14-01-2017,15737,0,0,0,0,0  ,15737,
32003806568,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1173163,3201010001/IF/IAY/951820,14-01-2017,16255,0,0,0,0,0  ,16255,
32003806101,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1524481,3201010001/IF/IAY/1849171,13-08-2017,16052,0,0,0,0,0  ,16052,
32003806702,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB2387648,3201010001/IF/IAY/972052,19-01-2017,16475,0,0,0,0,0  ,16475,
32003806121,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1681702,3201010001/IF/IAY/1849177,05-08-2017,16625,0,0,0,0,0  ,16625,
32003806734,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1324063,3201010001/IF/IAY/995603,09-02-2017,16244,0,0,0,0,0  ,16244,
32003806756,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1581158,3201010001/IF/IAY/997544,09-02-2017,16020,0,0,0,0,0  ,16020,
32003806025,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB4964788,3201010001/IF/IAY/1570950,13-08-2017,16919,0,0,0,0,0  ,16919,
32003806743,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1562514,3201010001/IF/IAY/997415,02-02-2017,15917,0,0,0,0,0  ,15917,
32003806719,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1080639,3201010001/IF/IAY/992645,09-02-2017,16020,0,0,0,0,0  ,16020,
32003921821,pmay,Houses (State Scheme),Construction of Gitanjali Buiilding of  SITAL GHOSH/CHITTA(0765) at sansad-19,3201010001/IF/22012034548337,02-06-2017,22583,0,0,0,0,0  ,22583,
32003806519,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1089824,3201010001/IF/IAY/949687,02-01-2017,16534,0,0,0,0,0  ,16534,
32003806779,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1623929,3201010001/IF/IAY/997856,09-02-2017,16097,0,0,0,0,0  ,16097,
32003921863,pmay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1765313,3201010001/IF/IAY/1578556,05-08-2017,15703,0,0,0,0,0  ,15703,
32003806712,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1071771,3201010001/IF/IAY/992551,09-02-2017,16020,0,0,0,0,0  ,16020,
32003921910,pmay,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1865232,3201010001/IF/IAY/2043460,25-01-2018,16235,0,0,0,0,0  ,16235,
32003922002,RE-EXCAVATION OF GURGURI KHAL FROM GHOSHPARA SNANER GHAT TO BRIDGE,Water Absorption Trench,RE-EXCAVATION OF GURGURI KHAL FROM GHOSHPARA SNANER GHAT TO BRIDGE AT SANSAD NO-XII,3201010001/WC/704010335662,06-06-2017,70010,0,37260,0,37260,0  ,107270,
32004075892,MIRA SARKAR,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5180579,3201010001/IF/IAY/2015692,25-01-2018,16044,0,0,0,0,0  ,16044,
32003922025,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB2077045,3201010001/IF/IAY/968055,12-01-2017,15509,0,0,0,0,0  ,15509,
32004075758,RAKHAL SARDAR,Constr of PMAY-G House for Individuals,CONST. OF GITANJALI BUILDING OF RAKHAL SARDER AT SANSAD XII,3201010001/IF/321002040891048,04-10-2018,17190,0,0,0,0,0  ,17190,
32004087296,pmay,Constr of PMAY-G House for Individuals,Const. of PMAY(G) Building of Papiya Bibi Gharami at Sansad -XVIII(WB1666191),3201010001/IF/321002040912894,20-11-2018,16044,0,0,0,0,0  ,16044,
32004075919,SIBSANKAR DAM,Constr of PMAY-G House for Individuals,CONST. OF GITAJALI BUILDING OF SHIBSANKAR DAM AT SANSAD NO-X,3201010001/IF/321002040891083,05-10-2018,16044,0,0,0,0,0  ,16044,
32004087781,BURIBALA GHOSH,IAY Houses,Construction of IAY House -IAY REG. NO. WB1499308,3201010001/IF/IAY/1849137,05-08-2017,16305,0,0,0,0,0  ,16305,
32004087875,GITANJALI,Houses (State Scheme),Const. of GITANJALI Building (Dhulu Ghosh) at Sansad No-XIX,3201010001/IF/22012034599616,04-02-2018,16808,0,0,0,0,0  ,16808,
32004105768,iay,Houses (State Scheme),CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-XVIII,3201010001/IF/34040999210,22-07-2015,22057,0,0,0,0,0  ,22057,
32004087902,GITANJALI,Houses (State Scheme),Const. of GITANJALI Building(Samsul Biswas) at Sansad No-XV,3201010001/IF/22012034599610,04-02-2018,16808,0,0,0,0,0  ,16808,
32004105792,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1096743,3201010001/IF/IAY/949865,29-01-2017,14324,0,0,0,0,0  ,14324,
32004105836,iay,IAY Houses,Construction  of  IAY  Building  of  Individual  beneficiaries  at  belpukur XVII,3201010001/IF/22012034297120,26-05-2016,14674,0,0,0,0,0  ,14674,
32004105831,iay,IAY Houses,Construction of IAY Building of Individual beneficiaries (ABDAR MONDAL) at Belpukur G.P. sansad-XVII,3201010001/IF/22012034316082,25-05-2016,15593,0,0,0,0,0  ,15593,
32004105901,FLOOD CONTROL,Plantation,HEDGE FENCING AT RAJAPUR HEALTH CENTRE PREMISES AT SANSAD NO-VII,3201010001/DP/22012034395945,14-07-2017,12780,0,13230,0,13230,0  ,26010,
32004105915,FLOOD CONTROL,Plantation,HEDGE FENCING AT RAJAPUR SSK AT SANSAD NO-VII,3201010001/DP/22012034395955,17-07-2017,12600,0,11340,0,11340,0  ,23940,
32004106007,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1062891,3201010001/IF/IAY/1439519,13-08-2017,16617,0,0,0,0,0  ,16617,
32004106018,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1724193,3201010001/IF/IAY/1578216,05-08-2017,16794,0,0,0,0,0  ,16794,
32004075900,SUSHANTA DAS,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4379221,3201010001/IF/IAY/2016192,28-02-2018,16044,0,0,0,0,0  ,16044,
32004106066,pmay,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1885461,3201010001/IF/IAY/2019679,25-01-2018,16180,0,0,0,0,0  ,16180,
32004075781,SUKUMAR DAS,IAY Houses,Construction of IAY House -IAY REG. NO. WB1450810,3201010001/IF/IAY/1849149,05-08-2017,17135,0,0,0,0,0  ,17135,
32004106090,iay,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1901887,3201010001/IF/IAY/2041109,11-02-2018,15662,0,0,0,0,0  ,15662,
32003921893,iay,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1885417,3201010001/IF/IAY/2021096,25-01-2018,15662,0,0,0,0,0  ,15662,
32004106132,pmay,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1992871,3201010001/IF/IAY/2110393,11-02-2018,15662,0,0,0,0,0  ,15662,
32003806763,iay,IAY Houses,Construction of IAY House -IAY REG. NO. WB1616932,3201010001/IF/IAY/997812,09-02-2017,15840,0,0,0,0,0  ,15840,
32004106434,pmay,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2212158,3201010001/IF/IAY/2117526,11-02-2018,16808,0,0,0,0,0  ,16808,
32004106421,pmay,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2098686,3201010001/IF/IAY/2019417,28-02-2018,16426,0,0,0,0,0  ,16426,
